Project Name,File,Framework,Mock Method,# of Invocations,% of Invocations
bookkeeper,SanityTestCommandTest.java,mockito,verify,15,12.709999999999999
bookkeeper,SanityTestCommandTest.java,powermock,whenNew,2,1.69
bookkeeper,SanityTestCommandTest.java,mockito,anyInt,2,1.69
bookkeeper,SanityTestCommandTest.java,mockito,mock,4,3.39
bookkeeper,ConvertToInterleavedStorageCommandTest.java,mockito,any,11,7.969999999999999
bookkeeper,ConvertToInterleavedStorageCommandTest.java,mockito,anyLong,9,6.52
bookkeeper,ConvertToInterleavedStorageCommandTest.java,mockito,eq,13,9.42
bookkeeper,ConvertToInterleavedStorageCommandTest.java,powermock,when,3,2.17
bookkeeper,ConvertToInterleavedStorageCommandTest.java,mockito,times,14,10.14
bookkeeper,ConvertToInterleavedStorageCommandTest.java,powermock,withArguments,2,1.4500000000000002
bookkeeper,ConvertToInterleavedStorageCommandTest.java,mockito,anyBoolean,1,0.72
bookkeeper,ConvertToInterleavedStorageCommandTest.java,powermock,verifyNew,4,2.9000000000000004
bookkeeper,ConvertToInterleavedStorageCommandTest.java,powermock,withNoArguments,2,1.4500000000000002
bookkeeper,ConvertToInterleavedStorageCommandTest.java,mockito,verify,11,7.969999999999999
bookkeeper,ConvertToInterleavedStorageCommandTest.java,powermock,doNothing,3,2.17
bookkeeper,ConvertToInterleavedStorageCommandTest.java,powermock,mock,5,3.62
bookkeeper,ConvertToInterleavedStorageCommandTest.java,mockito,when,3,2.17
bookkeeper,ConvertToInterleavedStorageCommandTest.java,powermock,whenNew,6,4.35
bookkeeper,ListLedgersCommandTest.java,mockito,any,3,7.89
bookkeeper,ListLedgersCommandTest.java,powermock,mockStatic,1,2.63
bookkeeper,ListLedgersCommandTest.java,powermock,when,1,2.63
bookkeeper,ListLedgersCommandTest.java,powermock,doAnswer,2,5.26
bookkeeper,ListLedgersCommandTest.java,mockito,when,1,2.63
bookkeeper,ListLedgersCommandTest.java,powermock,whenNew,3,7.89
bookkeeper,ListLedgersCommandTest.java,mockito,when,1,2.63
bookkeeper,ListLedgersCommandTest.java,mockito,anyInt,2,5.26
bookkeeper,ListLedgersCommandTest.java,mockito,anyString,2,5.26
bookkeeper,ListLedgersCommandTest.java,mockito,mock,4,10.530000000000001
bookkeeper,ConvertToDBStorageCommandTest.java,mockito,any,3,3.16
bookkeeper,ConvertToDBStorageCommandTest.java,mockito,anyLong,9,9.47
bookkeeper,ConvertToDBStorageCommandTest.java,powermock,mockStatic,1,1.05
bookkeeper,ConvertToDBStorageCommandTest.java,powermock,when,6,6.32
bookkeeper,ConvertToDBStorageCommandTest.java,mockito,eq,5,5.26
bookkeeper,ConvertToDBStorageCommandTest.java,mockito,times,9,9.47
bookkeeper,ConvertToDBStorageCommandTest.java,powermock,withArguments,1,1.05
bookkeeper,ConvertToDBStorageCommandTest.java,mockito,anyBoolean,2,2.11
bookkeeper,ConvertToDBStorageCommandTest.java,powermock,verifyNew,3,3.16
bookkeeper,ConvertToDBStorageCommandTest.java,powermock,withNoArguments,2,2.11
bookkeeper,ConvertToDBStorageCommandTest.java,mockito,verify,6,6.32
bookkeeper,ConvertToDBStorageCommandTest.java,powermock,doNothing,2,2.11
bookkeeper,ConvertToDBStorageCommandTest.java,powermock,mock,5,5.26
bookkeeper,ConvertToDBStorageCommandTest.java,mockito,when,2,2.11
bookkeeper,ConvertToDBStorageCommandTest.java,powermock,whenNew,4,4.21
bookkeeper,LastMarkCommandTest.java,mockito,any,10,18.52
bookkeeper,LastMarkCommandTest.java,powermock,mock,4,7.41
bookkeeper,LastMarkCommandTest.java,mockito,eq,4,7.41
bookkeeper,LastMarkCommandTest.java,powermock,when,2,3.6999999999999997
bookkeeper,LastMarkCommandTest.java,mockito,times,6,11.110000000000001
bookkeeper,LastMarkCommandTest.java,powermock,whenNew,3,5.56
bookkeeper,LastMarkCommandTest.java,powermock,withArguments,2,3.6999999999999997
bookkeeper,LastMarkCommandTest.java,powermock,verifyNew,2,3.6999999999999997
bookkeeper,LastMarkCommandTest.java,mockito,verify,4,7.41
bookkeeper,FormatCommandTest.java,mockito,any,3,7.89
bookkeeper,FormatCommandTest.java,powermock,mockStatic,2,5.26
bookkeeper,FormatCommandTest.java,mockito,eq,2,5.26
bookkeeper,FormatCommandTest.java,powermock,when,1,2.63
bookkeeper,FormatCommandTest.java,powermock,doAnswer,1,2.63
bookkeeper,FormatCommandTest.java,powermock,whenNew,3,7.89
bookkeeper,FormatCommandTest.java,mockito,when,2,5.26
bookkeeper,FormatCommandTest.java,mockito,mock,3,7.89
bookkeeper,ReadLogMetadataCommandTest.java,mockito,anyLong,2,6.67
bookkeeper,ReadLogMetadataCommandTest.java,mockito,eq,2,6.67
bookkeeper,ReadLogMetadataCommandTest.java,powermock,when,2,6.67
bookkeeper,ReadLogMetadataCommandTest.java,mockito,times,3,10.0
bookkeeper,ReadLogMetadataCommandTest.java,powermock,whenNew,2,6.67
bookkeeper,ReadLogMetadataCommandTest.java,powermock,withArguments,1,3.3300000000000005
bookkeeper,ReadLogMetadataCommandTest.java,powermock,verifyNew,1,3.3300000000000005
bookkeeper,ReadLogMetadataCommandTest.java,mockito,verify,2,6.67
bookkeeper,LocalConsistencyCheckCommandTest.java,powermock,mockStatic,1,3.45
bookkeeper,LocalConsistencyCheckCommandTest.java,mockito,eq,6,20.69
bookkeeper,LocalConsistencyCheckCommandTest.java,powermock,when,2,6.9
bookkeeper,LocalConsistencyCheckCommandTest.java,mockito,times,2,6.9
bookkeeper,LocalConsistencyCheckCommandTest.java,powermock,whenNew,2,6.9
bookkeeper,LocalConsistencyCheckCommandTest.java,powermock,withArguments,1,3.45
bookkeeper,LocalConsistencyCheckCommandTest.java,powermock,verifyNew,1,3.45
bookkeeper,LocalConsistencyCheckCommandTest.java,mockito,verify,1,3.45
bookkeeper,ReadLogCommandTest.java,powermock,doNothing,1,5.0
bookkeeper,ReadLogCommandTest.java,mockito,anyLong,1,5.0
bookkeeper,ReadLogCommandTest.java,mockito,eq,2,10.0
bookkeeper,ReadLogCommandTest.java,mockito,when,1,5.0
bookkeeper,ReadLogCommandTest.java,powermock,whenNew,2,10.0
bookkeeper,ListFilesOnDiscCommandTest.java,powermock,whenNew,1,1.92
bookkeeper,InitCommandTest.java,powermock,mockStatic,1,11.110000000000001
bookkeeper,InitCommandTest.java,powermock,when,1,11.110000000000001
bookkeeper,InitCommandTest.java,powermock,whenNew,1,11.110000000000001
bookkeeper,ReadJournalCommandTest.java,mockito,any,10,8.33
bookkeeper,ReadJournalCommandTest.java,powermock,mock,3,2.5
bookkeeper,ReadJournalCommandTest.java,mockito,eq,22,18.33
bookkeeper,ReadJournalCommandTest.java,powermock,when,3,2.5
bookkeeper,ReadJournalCommandTest.java,mockito,times,10,8.33
bookkeeper,ReadJournalCommandTest.java,powermock,whenNew,4,3.3300000000000005
bookkeeper,ReadJournalCommandTest.java,powermock,withArguments,9,7.5
bookkeeper,ReadJournalCommandTest.java,powermock,verifyNew,9,7.5
bookkeeper,ReadJournalCommandTest.java,mockito,anyInt,4,3.3300000000000005
bookkeeper,ReadJournalCommandTest.java,mockito,verify,1,0.83
bookkeeper,RebuildDBLedgerLocationsIndexCommandTest.java,powermock,doNothing,1,3.45
bookkeeper,RebuildDBLedgerLocationsIndexCommandTest.java,mockito,eq,4,13.79
bookkeeper,RebuildDBLedgerLocationsIndexCommandTest.java,mockito,when,1,3.45
bookkeeper,RebuildDBLedgerLocationsIndexCommandTest.java,mockito,times,3,10.34
bookkeeper,RebuildDBLedgerLocationsIndexCommandTest.java,powermock,whenNew,3,10.34
bookkeeper,RebuildDBLedgerLocationsIndexCommandTest.java,powermock,withArguments,2,6.9
bookkeeper,RebuildDBLedgerLocationsIndexCommandTest.java,powermock,verifyNew,2,6.9
bookkeeper,RebuildDBLedgerLocationsIndexCommandTest.java,mockito,verify,1,3.45
bookkeeper,FlipBookieIdCommandTest.java,mockito,any,1,1.41
bookkeeper,FlipBookieIdCommandTest.java,powermock,mockStatic,1,1.41
bookkeeper,FlipBookieIdCommandTest.java,mockito,times,8,11.27
bookkeeper,FlipBookieIdCommandTest.java,mockito,eq,14,19.72
bookkeeper,FlipBookieIdCommandTest.java,powermock,when,1,1.41
bookkeeper,FlipBookieIdCommandTest.java,powermock,whenNew,6,8.450000000000001
bookkeeper,FlipBookieIdCommandTest.java,powermock,withArguments,4,5.63
bookkeeper,FlipBookieIdCommandTest.java,powermock,verifyNew,5,7.04
bookkeeper,FlipBookieIdCommandTest.java,mockito,anyBoolean,1,1.41
bookkeeper,FlipBookieIdCommandTest.java,mockito,anyInt,3,4.2299999999999995
bookkeeper,FlipBookieIdCommandTest.java,powermock,withNoArguments,1,1.41
bookkeeper,FlipBookieIdCommandTest.java,mockito,verify,3,4.2299999999999995
bookkeeper,RegenerateInterleavedStorageIndexFileCommandTest.java,powermock,doNothing,1,2.56
bookkeeper,RegenerateInterleavedStorageIndexFileCommandTest.java,mockito,eq,8,20.51
bookkeeper,RegenerateInterleavedStorageIndexFileCommandTest.java,mockito,when,1,2.56
bookkeeper,RegenerateInterleavedStorageIndexFileCommandTest.java,mockito,times,3,7.6899999999999995
bookkeeper,RegenerateInterleavedStorageIndexFileCommandTest.java,powermock,whenNew,3,7.6899999999999995
bookkeeper,RegenerateInterleavedStorageIndexFileCommandTest.java,powermock,withArguments,2,5.13
bookkeeper,RegenerateInterleavedStorageIndexFileCommandTest.java,mockito,anyBoolean,2,5.13
bookkeeper,RegenerateInterleavedStorageIndexFileCommandTest.java,powermock,verifyNew,2,5.13
bookkeeper,RegenerateInterleavedStorageIndexFileCommandTest.java,mockito,verify,1,2.56
bookkeeper,ReadLedgerCommandTest.java,mockito,anyLong,8,6.02
bookkeeper,ReadLedgerCommandTest.java,powermock,mockStatic,2,1.5
bookkeeper,ReadLedgerCommandTest.java,mockito,eq,11,8.27
bookkeeper,ReadLedgerCommandTest.java,powermock,when,12,9.02
bookkeeper,ReadLedgerCommandTest.java,mockito,thenReturn,2,1.5
bookkeeper,ReadLedgerCommandTest.java,mockito,times,15,11.28
bookkeeper,ReadLedgerCommandTest.java,powermock,withArguments,3,2.26
bookkeeper,ReadLedgerCommandTest.java,powermock,verifyNew,5,3.7600000000000002
bookkeeper,ReadLedgerCommandTest.java,powermock,withNoArguments,2,1.5
bookkeeper,ReadLedgerCommandTest.java,mockito,verify,10,7.5200000000000005
bookkeeper,ReadLedgerCommandTest.java,powermock,withArguments,1,0.75
bookkeeper,ReadLedgerCommandTest.java,powermock,withNoArguments,1,0.75
bookkeeper,ReadLedgerCommandTest.java,powermock,mock,1,0.75
bookkeeper,ReadLedgerCommandTest.java,powermock,whenNew,6,4.51
bookkeeper,ReadLedgerCommandTest.java,mockito,anyInt,1,0.75
bookkeeper,ReadLedgerCommandTest.java,mockito,anyString,3,2.26
bookkeeper,NukeExistingClusterCommandTest.java,mockito,any,1,7.140000000000001
bookkeeper,NukeExistingClusterCommandTest.java,powermock,mockStatic,1,7.140000000000001
bookkeeper,NukeExistingClusterCommandTest.java,powermock,when,1,7.140000000000001
bookkeeper,NukeExistingClusterCommandTest.java,mockito,anyBoolean,1,7.140000000000001
bookkeeper,NukeExistingClusterCommandTest.java,mockito,anyString,2,14.29
bookkeeper,RecoverCommandTest.java,mockito,any,7,5.56
bookkeeper,RecoverCommandTest.java,mockito,anyLong,2,1.59
bookkeeper,RecoverCommandTest.java,powermock,mockStatic,2,1.59
bookkeeper,RecoverCommandTest.java,mockito,eq,15,11.899999999999999
bookkeeper,RecoverCommandTest.java,powermock,when,5,3.9699999999999998
bookkeeper,RecoverCommandTest.java,powermock,when,1,0.79
bookkeeper,RecoverCommandTest.java,powermock,withArguments,7,5.56
bookkeeper,RecoverCommandTest.java,mockito,anyBoolean,6,4.760000000000001
bookkeeper,RecoverCommandTest.java,powermock,verifyNew,7,5.56
bookkeeper,RecoverCommandTest.java,mockito,verify,5,3.9699999999999998
bookkeeper,RecoverCommandTest.java,powermock,doNothing,2,1.59
bookkeeper,RecoverCommandTest.java,powermock,mock,2,1.59
bookkeeper,RecoverCommandTest.java,mockito,times,12,9.520000000000001
bookkeeper,RecoverCommandTest.java,powermock,doAnswer,1,0.79
bookkeeper,RecoverCommandTest.java,mockito,when,3,2.3800000000000003
bookkeeper,RecoverCommandTest.java,powermock,whenNew,4,3.17
bookkeeper,RecoverCommandTest.java,mockito,doReturn,1,0.79
bookkeeper,InfoCommandTest.java,mockito,any,2,4.760000000000001
bookkeeper,InfoCommandTest.java,mockito,eq,2,4.760000000000001
bookkeeper,InfoCommandTest.java,mockito,times,5,11.899999999999999
bookkeeper,InfoCommandTest.java,powermock,whenNew,3,7.140000000000001
bookkeeper,InfoCommandTest.java,mockito,when,2,4.760000000000001
bookkeeper,InfoCommandTest.java,powermock,withArguments,2,4.760000000000001
bookkeeper,InfoCommandTest.java,powermock,verifyNew,2,4.760000000000001
bookkeeper,InfoCommandTest.java,mockito,mock,3,7.140000000000001
bookkeeper,InfoCommandTest.java,mockito,verify,3,7.140000000000001
bookkeeper,DecommissionCommandTest.java,mockito,any,2,2.44
bookkeeper,DecommissionCommandTest.java,powermock,mockStatic,2,2.44
bookkeeper,DecommissionCommandTest.java,mockito,eq,14,17.07
bookkeeper,DecommissionCommandTest.java,powermock,when,1,1.22
bookkeeper,DecommissionCommandTest.java,powermock,when,3,3.66
bookkeeper,DecommissionCommandTest.java,mockito,times,10,12.2
bookkeeper,DecommissionCommandTest.java,powermock,withArguments,4,4.88
bookkeeper,DecommissionCommandTest.java,powermock,verifyNew,4,4.88
bookkeeper,DecommissionCommandTest.java,mockito,verify,6,7.32
bookkeeper,DecommissionCommandTest.java,powermock,doNothing,2,2.44
bookkeeper,DecommissionCommandTest.java,powermock,mock,1,1.22
bookkeeper,DecommissionCommandTest.java,powermock,doAnswer,1,1.22
bookkeeper,DecommissionCommandTest.java,mockito,when,2,2.44
bookkeeper,DecommissionCommandTest.java,powermock,whenNew,4,4.88
bookkeeper,DecommissionCommandTest.java,mockito,anyString,1,1.22
bookkeeper,ListBookiesCommandTest.java,mockito,any,7,7.779999999999999
bookkeeper,ListBookiesCommandTest.java,powermock,verifyStatic,3,3.3300000000000005
bookkeeper,ListBookiesCommandTest.java,powermock,mockStatic,1,1.11
bookkeeper,ListBookiesCommandTest.java,mockito,eq,2,2.22
bookkeeper,ListBookiesCommandTest.java,mockito,times,3,3.3300000000000005
bookkeeper,ListBookiesCommandTest.java,mockito,when,6,6.67
bookkeeper,InitCommandTest.java,powermock,mockStatic,1,10.0
bookkeeper,InitCommandTest.java,powermock,when,1,10.0
bookkeeper,InitCommandTest.java,mockito,eq,1,10.0
bookkeeper,InitCommandTest.java,powermock,whenNew,1,10.0
bookkeeper,InstanceIdCommandTest.java,mockito,any,2,18.18
bookkeeper,InstanceIdCommandTest.java,powermock,mock,1,9.09
bookkeeper,InstanceIdCommandTest.java,powermock,mockStatic,1,9.09
bookkeeper,InstanceIdCommandTest.java,powermock,when,1,9.09
bookkeeper,InstanceIdCommandTest.java,powermock,when,1,9.09
bookkeeper,InstanceIdCommandTest.java,powermock,doAnswer,1,9.09
bookkeeper,MetaFormatCommandTest.java,mockito,any,1,12.5
bookkeeper,MetaFormatCommandTest.java,powermock,mockStatic,1,12.5
bookkeeper,MetaFormatCommandTest.java,powermock,when,1,12.5
bookkeeper,MetaFormatCommandTest.java,mockito,anyBoolean,2,25.0
bookkeeper,DeleteLedgerCommandTest.java,mockito,any,1,1.79
bookkeeper,DeleteLedgerCommandTest.java,mockito,anyLong,1,1.79
bookkeeper,DeleteLedgerCommandTest.java,powermock,mockStatic,1,1.79
bookkeeper,DeleteLedgerCommandTest.java,mockito,eq,4,7.140000000000001
bookkeeper,DeleteLedgerCommandTest.java,powermock,when,1,1.79
bookkeeper,DeleteLedgerCommandTest.java,mockito,times,4,7.140000000000001
bookkeeper,DeleteLedgerCommandTest.java,powermock,withArguments,2,3.5700000000000003
bookkeeper,DeleteLedgerCommandTest.java,powermock,verifyNew,4,7.140000000000001
bookkeeper,DeleteLedgerCommandTest.java,powermock,withNoArguments,2,3.5700000000000003
bookkeeper,DeleteLedgerCommandTest.java,mockito,verify,4,7.140000000000001
bookkeeper,DeleteLedgerCommandTest.java,powermock,doNothing,3,5.36
bookkeeper,DeleteLedgerCommandTest.java,mockito,never,4,7.140000000000001
bookkeeper,DeleteLedgerCommandTest.java,mockito,when,3,5.36
bookkeeper,DeleteLedgerCommandTest.java,powermock,whenNew,2,3.5700000000000003
bookkeeper,DeleteLedgerCommandTest.java,mockito,mock,2,3.5700000000000003
bookkeeper,DeleteLedgerCommandTest.java,mockito,anyString,1,1.79
bookkeeper,SimpleTestCommandTest.java,mockito,any,3,4.6899999999999995
bookkeeper,SimpleTestCommandTest.java,mockito,eq,6,9.379999999999999
bookkeeper,SimpleTestCommandTest.java,mockito,times,7,10.94
bookkeeper,SimpleTestCommandTest.java,mockito,when,8,12.5
bookkeeper,SimpleTestCommandTest.java,mockito,anyInt,3,4.6899999999999995
bookkeeper,SimpleTestCommandTest.java,mockito,mock,2,3.1199999999999997
bookkeeper,SimpleTestCommandTest.java,mockito,verify,7,10.94
bookkeeper,LedgerMetaDataCommandTest.java,mockito,any,4,4.65
bookkeeper,LedgerMetaDataCommandTest.java,powermock,mock,4,4.65
bookkeeper,LedgerMetaDataCommandTest.java,mockito,anyLong,8,9.3
bookkeeper,LedgerMetaDataCommandTest.java,powermock,mockStatic,1,1.16
bookkeeper,LedgerMetaDataCommandTest.java,powermock,when,1,1.16
bookkeeper,LedgerMetaDataCommandTest.java,powermock,when,9,10.47
bookkeeper,LedgerMetaDataCommandTest.java,mockito,eq,6,6.98
bookkeeper,LedgerMetaDataCommandTest.java,powermock,doAnswer,1,1.16
bookkeeper,LedgerMetaDataCommandTest.java,mockito,thenReturn,1,1.16
bookkeeper,LedgerMetaDataCommandTest.java,mockito,times,6,6.98
bookkeeper,LedgerMetaDataCommandTest.java,powermock,whenNew,1,1.16
bookkeeper,LedgerMetaDataCommandTest.java,mockito,verify,6,6.98
bookkeeper,GenerateCookieCommandTest.java,mockito,times,3,2.94
bookkeeper,GenerateCookieCommandTest.java,mockito,when,3,2.94
bookkeeper,GenerateCookieCommandTest.java,mockito,verify,3,2.94
bookkeeper,AdminCommandTest.java,mockito,any,14,10.14
bookkeeper,AdminCommandTest.java,powermock,mockStatic,5,3.62
bookkeeper,AdminCommandTest.java,mockito,eq,17,12.32
bookkeeper,AdminCommandTest.java,powermock,when,13,9.42
bookkeeper,AdminCommandTest.java,powermock,when,2,1.4500000000000002
bookkeeper,AdminCommandTest.java,mockito,doNothing,5,3.62
bookkeeper,AdminCommandTest.java,powermock,withArguments,1,0.72
bookkeeper,AdminCommandTest.java,mockito,anyBoolean,2,1.4500000000000002
bookkeeper,AdminCommandTest.java,powermock,verifyNew,1,0.72
bookkeeper,AdminCommandTest.java,mockito,verify,3,2.17
bookkeeper,AdminCommandTest.java,powermock,mock,4,2.9000000000000004
bookkeeper,AdminCommandTest.java,mockito,times,4,2.9000000000000004
bookkeeper,AdminCommandTest.java,powermock,doAnswer,2,1.4500000000000002
bookkeeper,AdminCommandTest.java,mockito,when,5,3.62
bookkeeper,AdminCommandTest.java,powermock,whenNew,2,1.4500000000000002
bookkeeper,AdminCommandTest.java,mockito,anyString,1,0.72
bookkeeper,CreateCookieCommandTest.java,mockito,any,5,5.81
bookkeeper,CreateCookieCommandTest.java,mockito,doThrow,2,2.33
bookkeeper,CreateCookieCommandTest.java,mockito,eq,5,5.81
bookkeeper,CreateCookieCommandTest.java,mockito,times,3,3.49
bookkeeper,CreateCookieCommandTest.java,mockito,when,2,2.33
bookkeeper,CreateCookieCommandTest.java,mockito,verify,3,3.49
bookkeeper,GetCookieCommandTest.java,mockito,doThrow,2,2.94
bookkeeper,GetCookieCommandTest.java,mockito,eq,6,8.82
bookkeeper,GetCookieCommandTest.java,mockito,times,3,4.41
bookkeeper,GetCookieCommandTest.java,mockito,when,2,2.94
bookkeeper,GetCookieCommandTest.java,mockito,when,1,1.47
bookkeeper,GetCookieCommandTest.java,mockito,verify,3,4.41
bookkeeper,UpdateCookieCommandTest.java,mockito,any,5,5.81
bookkeeper,UpdateCookieCommandTest.java,mockito,doThrow,2,2.33
bookkeeper,UpdateCookieCommandTest.java,mockito,eq,5,5.81
bookkeeper,UpdateCookieCommandTest.java,mockito,times,3,3.49
bookkeeper,UpdateCookieCommandTest.java,mockito,when,2,2.33
bookkeeper,UpdateCookieCommandTest.java,mockito,verify,3,3.49
bookkeeper,DeleteCookieCommandTest.java,mockito,doThrow,2,3.45
bookkeeper,DeleteCookieCommandTest.java,mockito,eq,10,17.24
bookkeeper,DeleteCookieCommandTest.java,mockito,times,3,5.17
bookkeeper,DeleteCookieCommandTest.java,mockito,when,2,3.45
bookkeeper,DeleteCookieCommandTest.java,mockito,verify,3,5.17
bookkeeper,ClientCommandTest.java,powermock,mockStatic,1,3.2300000000000004
bookkeeper,ClientCommandTest.java,mockito,eq,4,12.9
bookkeeper,ClientCommandTest.java,powermock,when,1,3.2300000000000004
bookkeeper,ClientCommandTest.java,mockito,times,3,9.68
bookkeeper,ClientCommandTest.java,powermock,whenNew,1,3.2300000000000004
bookkeeper,ClientCommandTest.java,mockito,when,1,3.2300000000000004
bookkeeper,ClientCommandTest.java,mockito,mock,3,9.68
bookkeeper,ClientCommandTest.java,mockito,verify,3,9.68
bookkeeper,ClientCommandTest.java,mockito,same,2,6.45
bookkeeper,DiscoveryCommandTestBase.java,powermock,mockStatic,1,11.110000000000001
bookkeeper,DiscoveryCommandTestBase.java,powermock,when,2,22.220000000000002
bookkeeper,DiscoveryCommandTestBase.java,mockito,mock,2,22.220000000000002
bookkeeper,ClientCommandTestBase.java,mockito,any,1,3.85
bookkeeper,ClientCommandTestBase.java,powermock,spy,1,3.85
bookkeeper,ClientCommandTestBase.java,powermock,mockStatic,2,7.6899999999999995
bookkeeper,ClientCommandTestBase.java,mockito,eq,2,7.6899999999999995
bookkeeper,ClientCommandTestBase.java,powermock,when,2,7.6899999999999995
bookkeeper,ClientCommandTestBase.java,powermock,whenNew,2,7.6899999999999995
bookkeeper,ClientCommandTestBase.java,mockito,when,1,3.85
bookkeeper,ClientCommandTestBase.java,mockito,mock,4,15.379999999999999
bookkeeper,BookieShellCommandTest.java,mockito,times,2,14.29
bookkeeper,BookieShellCommandTest.java,mockito,mock,1,7.140000000000001
bookkeeper,BookieShellCommandTest.java,mockito,verify,2,14.29
bookkeeper,BookieShellCommandTest.java,mockito,same,3,21.43
bookkeeper,DiscoveryCommandTest.java,mockito,any,1,2.17
bookkeeper,DiscoveryCommandTest.java,powermock,mock,4,8.7
bookkeeper,DiscoveryCommandTest.java,powermock,mockStatic,2,4.35
bookkeeper,DiscoveryCommandTest.java,mockito,eq,6,13.04
bookkeeper,DiscoveryCommandTest.java,powermock,when,3,6.52
bookkeeper,DiscoveryCommandTest.java,mockito,times,5,10.870000000000001
bookkeeper,DiscoveryCommandTest.java,powermock,whenNew,1,2.17
bookkeeper,DiscoveryCommandTest.java,mockito,verify,5,10.870000000000001
bookkeeper,DiscoveryCommandTest.java,mockito,same,1,2.17
bookkeeper,CookieCommandTestBase.java,mockito,any,2,12.5
bookkeeper,CookieCommandTestBase.java,powermock,mockStatic,1,6.25
bookkeeper,CookieCommandTestBase.java,powermock,when,1,6.25
bookkeeper,CookieCommandTestBase.java,powermock,doAnswer,1,6.25
bookkeeper,CookieCommandTestBase.java,mockito,mock,1,6.25
bookkeeper,TestGrpcServer.java,mockito,mock,2,13.33
bookkeeper,TestRocksdbKVAsyncStoreWithCheckpoints.java,mockito,mock,1,0.8200000000000001
bookkeeper,RocksUtilsTest.java,mockito,times,1,2.27
bookkeeper,RocksUtilsTest.java,mockito,mock,1,2.27
bookkeeper,RocksUtilsTest.java,mockito,verify,1,2.27
bookkeeper,MockExecutorControllerTest.java,mockito,when,4,6.0600000000000005
bookkeeper,MockExecutorControllerTest.java,mockito,times,9,13.639999999999999
bookkeeper,MockExecutorControllerTest.java,mockito,doNothing,4,6.0600000000000005
bookkeeper,MockExecutorControllerTest.java,mockito,mock,5,7.580000000000001
bookkeeper,MockExecutorControllerTest.java,mockito,verify,9,13.639999999999999
bookkeeper,MockExecutorControllerWithSchedulerTest.java,mockito,when,4,5.88
bookkeeper,MockExecutorControllerWithSchedulerTest.java,mockito,times,9,13.239999999999998
bookkeeper,MockExecutorControllerWithSchedulerTest.java,mockito,doNothing,4,5.88
bookkeeper,MockExecutorControllerWithSchedulerTest.java,mockito,mock,5,7.35
bookkeeper,MockExecutorControllerWithSchedulerTest.java,mockito,verify,9,13.239999999999998
brooklyn,SoftwareProcessEntityHttpFeedRebindTest.java,mockwebserver,setBody,1,1.69
brooklyn,SoftwareProcessEntityHttpFeedRebindTest.java,mockwebserver,setResponseCode,1,1.69
brooklyn,SoftwareProcessEntityHttpFeedRebindTest.java,mockwebserver,addHeader,1,1.69
brooklyn,ScriptHelperUnitTest.java,mockito,any,9,14.75
brooklyn,ScriptHelperUnitTest.java,mockito,when,4,6.5600000000000005
brooklyn,ScriptHelperUnitTest.java,mockito,mock,4,6.5600000000000005
brooklyn,WinRmExecuteHelperUnitTest.java,mockito,any,8,29.630000000000003
brooklyn,WinRmExecuteHelperUnitTest.java,mockito,isNull,2,7.41
brooklyn,WinRmExecuteHelperUnitTest.java,mockito,when,2,7.41
brooklyn,WinRmExecuteHelperUnitTest.java,mockito,mock,3,11.110000000000001
brooklyn,LoggingOutputStreamTest.java,mockito,getArguments,1,1.96
brooklyn,LoggingOutputStreamTest.java,mockito,doAnswer,1,1.96
brooklyn,LoggingOutputStreamTest.java,mockito,when,1,1.96
brooklyn,LoggingOutputStreamTest.java,mockito,when,1,1.96
brooklyn,LoggingOutputStreamTest.java,mockito,mock,1,1.96
brooklyn,LoggingOutputStreamTest.java,mockito,anyString,1,1.96
brooklyn,BrooklynApiUtilTest.java,mockwebserver,getBody,1,2.63
brooklyn,BrooklynApiUtilTest.java,mockwebserver,getPath,1,2.63
brooklyn,BrooklynApiUtilTest.java,mockwebserver,setHeader,1,2.63
brooklyn,BrooklynApiUtilTest.java,mockwebserver,setBody,2,5.26
brooklyn,BrooklynApiUtilTest.java,mockwebserver,getMethod,1,2.63
brooklyn,JcloudsLocationReleasePortForwardingDefaultTest.java,mockito,when,1,1.54
brooklyn,JcloudsLocationReleasePortForwardingDefaultTest.java,mockito,mock,1,1.54
brooklyn,JcloudsLocationTest.java,mockito,never,3,0.96
brooklyn,JcloudsLocationTest.java,mockito,times,5,1.59
brooklyn,JcloudsLocationTest.java,mockito,when,2,0.64
brooklyn,JcloudsLocationTest.java,mockito,mock,4,1.27
brooklyn,JcloudsLocationTest.java,mockito,verify,8,2.55
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,any,14,3.17
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,initMocks,1,0.22999999999999998
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,never,8,1.81
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,eq,16,3.63
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,thenThrow,7,1.59
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,thenReturn,33,7.48
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,times,12,2.7199999999999998
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,when,54,12.24
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,reset,1,0.22999999999999998
brooklyn,JcloudsLocationSecurityGroupCustomizerTest.java,mockito,mock,6,1.3599999999999999
