Project Name,File,Framework,Mock Method,# of Invocations,% of Invocations
abdera,MimeTypeHelperTest.java,easymock,createMock,3,5.36
abdera,SimpleOpenSearchInfoTest.java,easymock,andReturn,2,7.41
abdera,SimpleOpenSearchInfoTest.java,easymock,replay,1,3.6999999999999997
abdera,SimpleOpenSearchInfoTest.java,easymock,anyTimes,2,7.41
abdera,SimpleOpenSearchInfoTest.java,easymock,expect,2,7.41
abdera,SimpleOpenSearchInfoTest.java,easymock,createMock,1,3.6999999999999997
abdera,EntryRequestProcessorTest.java,easymock,createStrictMock,3,4.17
abdera,EntryRequestProcessorTest.java,easymock,andReturn,12,16.669999999999998
abdera,EntryRequestProcessorTest.java,easymock,replay,18,25.0
abdera,EntryRequestProcessorTest.java,easymock,expect,12,16.669999999999998
abdera,EntryRequestProcessorTest.java,easymock,verify,3,4.17
abdera,MediaRequestProcessorTest.java,easymock,createStrictMock,3,4.17
abdera,MediaRequestProcessorTest.java,easymock,andReturn,12,16.669999999999998
abdera,MediaRequestProcessorTest.java,easymock,replay,18,25.0
abdera,MediaRequestProcessorTest.java,easymock,expect,12,16.669999999999998
abdera,MediaRequestProcessorTest.java,easymock,verify,3,4.17
abdera,RouteTest.java,easymock,andReturn,2,1.4500000000000002
abdera,RouteTest.java,easymock,replay,2,1.4500000000000002
abdera,RouteTest.java,easymock,expect,2,1.4500000000000002
abdera,RouteTest.java,easymock,createMock,2,1.4500000000000002
accumulo,CompactionCoordinatorTest.java,easymock,anyObject,10,1.6500000000000001
accumulo,CompactionCoordinatorTest.java,powermock,methods,10,1.6500000000000001
accumulo,CompactionCoordinatorTest.java,powermock,getInternalState,1,0.16999999999999998
accumulo,CompactionCoordinatorTest.java,powermock,resetAll,6,0.9900000000000001
accumulo,CompactionCoordinatorTest.java,easymock,isA,1,0.16999999999999998
accumulo,CompactionCoordinatorTest.java,powermock,verifyAll,6,0.9900000000000001
accumulo,CompactionCoordinatorTest.java,powermock,constructor,6,0.9900000000000001
accumulo,CompactionCoordinatorTest.java,powermock,mockStatic,5,0.83
accumulo,CompactionCoordinatorTest.java,easymock,expect,47,7.76
accumulo,CompactionCoordinatorTest.java,powermock,replayAll,6,0.9900000000000001
accumulo,CompactionCoordinatorTest.java,powermock,suppress,16,2.64
accumulo,CompactionCoordinatorTest.java,powermock,createNiceMock,60,9.9
accumulo,CompactorTest.java,powermock,methods,6,2.65
accumulo,CompactorTest.java,powermock,newInstance,1,0.44
accumulo,CompactorTest.java,powermock,resetAll,3,1.3299999999999998
accumulo,CompactorTest.java,powermock,verifyAll,3,1.3299999999999998
accumulo,CompactorTest.java,powermock,constructor,3,1.3299999999999998
accumulo,CompactorTest.java,easymock,andReturn,3,1.3299999999999998
accumulo,CompactorTest.java,easymock,expect,27,11.95
accumulo,CompactorTest.java,easymock,anyTimes,3,1.3299999999999998
accumulo,CompactorTest.java,powermock,replayAll,3,1.3299999999999998
accumulo,CompactorTest.java,powermock,suppress,9,3.9800000000000004
accumulo,CompactorTest.java,powermock,createNiceMock,24,10.620000000000001
accumulo,ZooKeeperInstanceTest.java,easymock,resetToDefault,1,0.62
accumulo,ZooKeeperInstanceTest.java,easymock,reset,2,1.23
accumulo,ZooKeeperInstanceTest.java,easymock,andReturn,14,8.64
accumulo,ZooKeeperInstanceTest.java,easymock,replay,14,8.64
accumulo,ZooKeeperInstanceTest.java,easymock,expect,30,18.52
accumulo,ZooKeeperInstanceTest.java,easymock,createMock,10,6.17
accumulo,RootTabletLocatorTest.java,easymock,replay,2,11.76
accumulo,RootTabletLocatorTest.java,easymock,expect,2,11.76
accumulo,RootTabletLocatorTest.java,easymock,createMock,3,17.65
accumulo,RootTabletLocatorTest.java,easymock,verify,1,5.88
accumulo,ScannerImplTest.java,easymock,createMock,1,10.0
accumulo,ThriftTransportKeyTest.java,easymock,replay,2,3.64
accumulo,ThriftTransportKeyTest.java,easymock,expect,4,7.2700000000000005
accumulo,ThriftTransportKeyTest.java,easymock,createMock,6,10.91
accumulo,ThriftTransportKeyTest.java,easymock,verify,1,1.82
accumulo,ScannerBaseTest.java,easymock,replay,1,7.140000000000001
accumulo,ScannerBaseTest.java,easymock,expect,1,7.140000000000001
accumulo,ScannerBaseTest.java,easymock,verify,1,7.140000000000001
accumulo,ScannerBaseTest.java,easymock,partialMockBuilder,1,7.140000000000001
accumulo,TabletLocatorImplTest.java,easymock,replay,2,0.19
accumulo,TabletLocatorImplTest.java,easymock,expect,4,0.37
accumulo,TabletLocatorImplTest.java,easymock,createMock,2,0.19
accumulo,TabletLocatorImplTest.java,easymock,verify,1,0.09
accumulo,ZookeeperLockCheckerTest.java,easymock,replay,2,12.5
accumulo,ZookeeperLockCheckerTest.java,easymock,expect,2,12.5
accumulo,ZookeeperLockCheckerTest.java,easymock,createMock,2,12.5
accumulo,ZookeeperLockCheckerTest.java,easymock,verify,1,6.25
accumulo,TabletServerBatchReaderTest.java,easymock,createMock,1,25.0
accumulo,VisibilityConstraintTest.java,easymock,createNiceMock,1,3.45
accumulo,VisibilityConstraintTest.java,easymock,replay,2,6.9
accumulo,VisibilityConstraintTest.java,easymock,expect,2,6.9
accumulo,VisibilityConstraintTest.java,easymock,createMock,1,3.45
accumulo,ValueTest.java,easymock,andReturn,1,1.35
accumulo,ValueTest.java,easymock,replay,1,1.35
accumulo,ValueTest.java,easymock,expect,2,2.7
accumulo,ValueTest.java,easymock,createMock,1,1.35
accumulo,VisibilityConstraintTest.java,easymock,createNiceMock,1,3.45
accumulo,VisibilityConstraintTest.java,easymock,replay,2,6.9
accumulo,VisibilityConstraintTest.java,easymock,expect,2,6.9
accumulo,VisibilityConstraintTest.java,easymock,createMock,1,3.45
accumulo,TransformingIteratorTest.java,easymock,replay,1,0.43
accumulo,TransformingIteratorTest.java,easymock,expect,1,0.43
accumulo,TransformingIteratorTest.java,easymock,createMock,1,0.43
accumulo,MetadataServicerTest.java,easymock,replay,1,1.35
accumulo,MetadataServicerTest.java,easymock,expect,2,2.7
accumulo,MetadataServicerTest.java,easymock,createMock,2,2.7
accumulo,SaslConnectionParamsTest.java,easymock,createMock,3,6.819999999999999
accumulo,TTimeoutTransportTest.java,easymock,expectLastCall,5,6.8500000000000005
accumulo,TTimeoutTransportTest.java,easymock,createMockBuilder,3,4.109999999999999
accumulo,TTimeoutTransportTest.java,easymock,replay,3,4.109999999999999
accumulo,TTimeoutTransportTest.java,easymock,expect,6,8.219999999999999
accumulo,TTimeoutTransportTest.java,easymock,createMock,7,9.59
accumulo,TTimeoutTransportTest.java,easymock,verify,3,4.109999999999999
accumulo,TableLoadBalancerTest.java,easymock,anyObject,3,4.05
accumulo,TableLoadBalancerTest.java,easymock,replay,1,1.35
accumulo,TableLoadBalancerTest.java,easymock,expect,4,5.41
accumulo,TableLoadBalancerTest.java,easymock,createMock,1,1.35
accumulo,HostRegexTableLoadBalancerTest.java,easymock,anyObject,1,0.19
accumulo,HostRegexTableLoadBalancerTest.java,easymock,replay,1,0.19
accumulo,HostRegexTableLoadBalancerTest.java,easymock,expect,3,0.5599999999999999
accumulo,HostRegexTableLoadBalancerTest.java,easymock,createMock,1,0.19
accumulo,HostRegexTableLoadBalancerReconfigurationTest.java,easymock,anyObject,1,1.05
accumulo,HostRegexTableLoadBalancerReconfigurationTest.java,easymock,replay,1,1.05
accumulo,HostRegexTableLoadBalancerReconfigurationTest.java,easymock,expect,3,3.16
accumulo,HostRegexTableLoadBalancerReconfigurationTest.java,easymock,createMock,1,1.05
accumulo,DefaultCompactionPlannerTest.java,easymock,anyString,1,0.44
accumulo,DefaultCompactionPlannerTest.java,easymock,replay,1,0.44
accumulo,DefaultCompactionPlannerTest.java,easymock,expect,2,0.8699999999999999
accumulo,DefaultCompactionPlannerTest.java,easymock,createMock,2,0.8699999999999999
accumulo,PreferredVolumeChooserTest.java,easymock,anyObject,1,0.6799999999999999
accumulo,PreferredVolumeChooserTest.java,easymock,createStrictMock,3,2.0500000000000003
accumulo,PreferredVolumeChooserTest.java,easymock,replay,12,8.219999999999999
accumulo,PreferredVolumeChooserTest.java,easymock,expect,21,14.38
accumulo,PreferredVolumeChooserTest.java,easymock,verify,1,0.6799999999999999
accumulo,SpaceAwareVolumeChooserTest.java,easymock,replay,1,1.79
accumulo,SpaceAwareVolumeChooserTest.java,easymock,expect,5,8.93
accumulo,SpaceAwareVolumeChooserTest.java,easymock,createMock,3,5.36
accumulo,SpaceAwareVolumeChooserTest.java,easymock,verify,1,1.79
accumulo,PerTableVolumeChooserTest.java,easymock,anyObject,1,0.58
accumulo,PerTableVolumeChooserTest.java,easymock,createStrictMock,3,1.7500000000000002
accumulo,PerTableVolumeChooserTest.java,easymock,replay,10,5.8500000000000005
accumulo,PerTableVolumeChooserTest.java,easymock,expect,27,15.790000000000001
accumulo,PerTableVolumeChooserTest.java,easymock,verify,1,0.58
accumulo,MonitorUtilTest.java,easymock,mock,2,10.530000000000001
accumulo,MonitorUtilTest.java,easymock,andReturn,1,5.26
accumulo,MonitorUtilTest.java,easymock,andThrow,1,5.26
accumulo,MonitorUtilTest.java,easymock,replay,2,10.530000000000001
accumulo,MonitorUtilTest.java,easymock,expect,3,15.790000000000001
accumulo,MonitorUtilTest.java,easymock,verify,1,5.26
accumulo,VolumeImplTest.java,easymock,replay,2,2.56
accumulo,VolumeImplTest.java,easymock,expect,6,7.6899999999999995
accumulo,VolumeImplTest.java,easymock,createMock,8,10.26
accumulo,VolumeImplTest.java,easymock,verify,2,2.56
accumulo,ReadOnlyStoreTest.java,easymock,createNiceMock,1,1.8499999999999999
accumulo,ReadOnlyStoreTest.java,easymock,replay,2,3.6999999999999997
accumulo,ReadOnlyStoreTest.java,easymock,expect,8,14.81
accumulo,ReadOnlyStoreTest.java,easymock,createMock,1,1.8499999999999999
accumulo,ReadOnlyStoreTest.java,easymock,verify,2,3.6999999999999997
accumulo,RetryTest.java,easymock,expectLastCall,6,2.91
accumulo,RetryTest.java,easymock,anyObject,3,1.46
accumulo,RetryTest.java,easymock,createMockBuilder,3,1.46
accumulo,RetryTest.java,easymock,replay,4,1.94
accumulo,RetryTest.java,easymock,expect,2,0.97
accumulo,RetryTest.java,easymock,verify,4,1.94
accumulo,RetryTest.java,easymock,createMock,1,0.49
accumulo,ZooCacheTest.java,easymock,expectLastCall,1,0.47000000000000003
accumulo,ZooCacheTest.java,easymock,anyObject,16,7.55
accumulo,ZooCacheTest.java,easymock,createStrictMock,1,0.47000000000000003
accumulo,ZooCacheTest.java,easymock,newCapture,2,0.9400000000000001
accumulo,ZooCacheTest.java,easymock,capture,3,1.4200000000000002
accumulo,ZooCacheTest.java,easymock,andReturn,4,1.8900000000000001
accumulo,ZooCacheTest.java,easymock,andThrow,1,0.47000000000000003
accumulo,ZooCacheTest.java,easymock,replay,11,5.19
accumulo,ZooCacheTest.java,easymock,expect,20,9.43
accumulo,ZooCacheTest.java,easymock,eq,24,11.32
accumulo,ZooCacheTest.java,easymock,createMock,1,0.47000000000000003
accumulo,ZooCacheTest.java,easymock,verify,8,3.7699999999999996
accumulo,ZooReaderWriterTest.java,easymock,expectLastCall,10,8.200000000000001
accumulo,ZooReaderWriterTest.java,easymock,times,2,1.6400000000000001
accumulo,ZooReaderWriterTest.java,easymock,createMockBuilder,3,2.46
accumulo,ZooReaderWriterTest.java,easymock,andReturn,2,1.6400000000000001
accumulo,ZooReaderWriterTest.java,easymock,replay,5,4.1000000000000005
accumulo,ZooReaderWriterTest.java,easymock,expect,17,13.930000000000001
accumulo,ZooReaderWriterTest.java,easymock,createMock,3,2.46
accumulo,ZooReaderWriterTest.java,easymock,verify,3,2.46
accumulo,ZooCacheFactoryTest.java,easymock,createMock,1,5.26
accumulo,GarbageCollectWriteAheadLogsTest.java,easymock,expectLastCall,17,8.1
accumulo,GarbageCollectWriteAheadLogsTest.java,easymock,replay,5,2.3800000000000003
accumulo,GarbageCollectWriteAheadLogsTest.java,easymock,expect,29,13.81
accumulo,GarbageCollectWriteAheadLogsTest.java,easymock,createMock,26,12.379999999999999
accumulo,GarbageCollectWriteAheadLogsTest.java,easymock,verify,5,2.3800000000000003
accumulo,SimpleGarbageCollectorTest.java,easymock,anyObject,2,1.32
accumulo,SimpleGarbageCollectorTest.java,easymock,replay,5,3.3099999999999996
accumulo,SimpleGarbageCollectorTest.java,easymock,expect,14,9.27
accumulo,SimpleGarbageCollectorTest.java,easymock,createMock,8,5.3
accumulo,SimpleGarbageCollectorTest.java,easymock,verify,2,1.32
accumulo,SimpleGarbageCollectorTest.java,easymock,partialMockBuilder,1,0.66
accumulo,ReplicationMetricsTest.java,easymock,expectLastCall,3,6.0
accumulo,ReplicationMetricsTest.java,easymock,replay,1,2.0
accumulo,ReplicationMetricsTest.java,easymock,expect,7,14.000000000000002
accumulo,ReplicationMetricsTest.java,easymock,createMock,6,12.0
accumulo,ReplicationMetricsTest.java,easymock,verify,1,2.0
accumulo,UnorderedWorkAssignerTest.java,easymock,expectLastCall,1,1.69
accumulo,UnorderedWorkAssignerTest.java,easymock,andReturn,2,3.39
accumulo,UnorderedWorkAssignerTest.java,easymock,replay,3,5.08
accumulo,UnorderedWorkAssignerTest.java,easymock,expect,5,8.469999999999999
accumulo,UnorderedWorkAssignerTest.java,easymock,createMock,6,10.17
accumulo,UnorderedWorkAssignerTest.java,easymock,verify,2,3.39
accumulo,ManagerReplicationCoordinatorTest.java,easymock,replay,3,4.29
accumulo,ManagerReplicationCoordinatorTest.java,easymock,expect,11,15.709999999999999
accumulo,ManagerReplicationCoordinatorTest.java,easymock,createMock,9,12.86
accumulo,ManagerReplicationCoordinatorTest.java,easymock,verify,1,1.43
accumulo,SequentialWorkAssignerTest.java,easymock,andReturn,2,4.35
accumulo,SequentialWorkAssignerTest.java,easymock,replay,1,2.17
accumulo,SequentialWorkAssignerTest.java,easymock,expect,4,8.7
accumulo,SequentialWorkAssignerTest.java,easymock,createMock,5,10.870000000000001
accumulo,SequentialWorkAssignerTest.java,easymock,verify,1,2.17
accumulo,ShutdownTServerTest.java,easymock,expectLastCall,3,6.38
accumulo,ShutdownTServerTest.java,easymock,reset,1,2.13
accumulo,ShutdownTServerTest.java,easymock,replay,2,4.26
accumulo,ShutdownTServerTest.java,easymock,expect,7,14.89
accumulo,ShutdownTServerTest.java,easymock,createMock,2,4.26
accumulo,ShutdownTServerTest.java,easymock,verify,2,4.26
accumulo,ImportTableTest.java,easymock,replay,1,1.08
accumulo,ImportTableTest.java,easymock,expect,7,7.53
accumulo,ImportTableTest.java,easymock,eq,6,6.45
accumulo,ImportTableTest.java,easymock,createMock,4,4.3
accumulo,ImportTableTest.java,easymock,verify,1,1.08
accumulo,Upgrader9to10Test.java,easymock,expectLastCall,2,1.08
accumulo,Upgrader9to10Test.java,easymock,anyObject,5,2.69
accumulo,Upgrader9to10Test.java,easymock,replay,1,0.54
accumulo,Upgrader9to10Test.java,easymock,expect,8,4.3
accumulo,Upgrader9to10Test.java,easymock,createMock,11,5.91
accumulo,StandaloneAccumuloClusterTest.java,easymock,expectLastCall,1,6.67
accumulo,StandaloneAccumuloClusterTest.java,easymock,createMockBuilder,1,6.67
accumulo,StandaloneAccumuloClusterTest.java,easymock,replay,1,6.67
accumulo,StandaloneAccumuloClusterTest.java,easymock,expect,1,6.67
accumulo,StandaloneAccumuloClusterTest.java,easymock,createMock,1,6.67
accumulo,StandaloneAccumuloClusterTest.java,easymock,verify,1,6.67
accumulo,CleanShutdownMacTest.java,easymock,anyObject,1,4.55
accumulo,CleanShutdownMacTest.java,easymock,replay,1,4.55
accumulo,CleanShutdownMacTest.java,easymock,expect,3,13.639999999999999
accumulo,CleanShutdownMacTest.java,easymock,createMock,2,9.09
accumulo,CleanShutdownMacTest.java,easymock,verify,1,4.55
accumulo,TabletServerInformationTest.java,easymock,createMock,1,1.49
accumulo,AccumuloTest.java,easymock,replay,13,13.83
accumulo,AccumuloTest.java,easymock,expect,17,18.09
accumulo,AccumuloTest.java,easymock,createMock,11,11.700000000000001
accumulo,ServiceEnvironmentImplTest.java,easymock,replay,3,11.540000000000001
accumulo,ServiceEnvironmentImplTest.java,easymock,expect,3,11.540000000000001
accumulo,ServiceEnvironmentImplTest.java,easymock,createMock,2,7.6899999999999995
accumulo,ServiceEnvironmentImplTest.java,easymock,verify,1,3.85
accumulo,BulkImporterTest.java,easymock,replay,1,1.25
accumulo,ServerConfigurationFactoryTest.java,easymock,anyObject,2,4.08
accumulo,ServerConfigurationFactoryTest.java,easymock,expectLastCall,3,6.12
accumulo,ServerConfigurationFactoryTest.java,easymock,endsWith,1,2.04
accumulo,ServerConfigurationFactoryTest.java,easymock,andReturn,1,2.04
accumulo,ServerConfigurationFactoryTest.java,easymock,replay,3,6.12
accumulo,ServerConfigurationFactoryTest.java,easymock,expect,4,8.16
accumulo,ServerConfigurationFactoryTest.java,easymock,eq,2,4.08
accumulo,ServerConfigurationFactoryTest.java,easymock,createMock,2,4.08
accumulo,NamespaceConfigurationTest.java,easymock,andReturn,6,6.819999999999999
accumulo,NamespaceConfigurationTest.java,easymock,replay,9,10.23
accumulo,NamespaceConfigurationTest.java,easymock,expect,9,10.23
accumulo,NamespaceConfigurationTest.java,easymock,eq,2,2.27
accumulo,NamespaceConfigurationTest.java,easymock,createMock,3,3.4099999999999997
accumulo,NamespaceConfigurationTest.java,easymock,verify,1,1.1400000000000001
accumulo,ZooCachePropertyAccessorTest.java,easymock,andReturn,7,5.74
accumulo,ZooCachePropertyAccessorTest.java,easymock,replay,19,15.57
accumulo,ZooCachePropertyAccessorTest.java,easymock,expect,17,13.930000000000001
accumulo,ZooCachePropertyAccessorTest.java,easymock,createMock,13,10.66
accumulo,ZooCachePropertyAccessorTest.java,easymock,verify,3,2.46
accumulo,TableConfigurationTest.java,easymock,andReturn,5,6.49
accumulo,TableConfigurationTest.java,easymock,replay,8,10.39
accumulo,TableConfigurationTest.java,easymock,expect,8,10.39
accumulo,TableConfigurationTest.java,easymock,eq,2,2.6
accumulo,TableConfigurationTest.java,easymock,createMock,3,3.9
accumulo,TableConfigurationTest.java,easymock,verify,1,1.3
accumulo,ZooConfigurationFactoryTest.java,easymock,isA,1,5.26
accumulo,ZooConfigurationFactoryTest.java,easymock,replay,2,10.530000000000001
accumulo,ZooConfigurationFactoryTest.java,easymock,expect,1,5.26
accumulo,ZooConfigurationFactoryTest.java,easymock,eq,2,10.530000000000001
accumulo,ZooConfigurationFactoryTest.java,easymock,createMock,3,15.790000000000001
accumulo,ZooConfigurationFactoryTest.java,easymock,verify,2,10.530000000000001
accumulo,MetadataConstraintsTest.java,easymock,replay,1,0.6
accumulo,MetadataConstraintsTest.java,easymock,expect,1,0.6
accumulo,MetadataConstraintsTest.java,easymock,createMock,2,1.2
accumulo,InitializeTest.java,easymock,anyObject,6,8.110000000000001
accumulo,InitializeTest.java,easymock,replay,6,8.110000000000001
accumulo,InitializeTest.java,easymock,expect,13,17.57
accumulo,InitializeTest.java,easymock,createMock,3,4.05
accumulo,InitializeTest.java,easymock,verify,1,1.35
accumulo,MetadataBulkLoadFilterTest.java,easymock,replay,1,2.3800000000000003
accumulo,MetadataBulkLoadFilterTest.java,easymock,expect,3,7.140000000000001
accumulo,MetadataBulkLoadFilterTest.java,easymock,createMock,1,2.3800000000000003
accumulo,LiveTServerSetTest.java,easymock,createMock,3,23.080000000000002
accumulo,TabletLocationStateTest.java,easymock,replay,1,1.96
accumulo,TabletLocationStateTest.java,easymock,expect,1,1.96
accumulo,TabletLocationStateTest.java,easymock,createMock,4,7.84
accumulo,MergeInfoTest.java,easymock,expectLastCall,2,1.04
accumulo,MergeInfoTest.java,easymock,replay,11,5.7299999999999995
accumulo,MergeInfoTest.java,easymock,expect,18,9.379999999999999
accumulo,MergeInfoTest.java,easymock,createMock,7,3.65
accumulo,HostRegexTableLoadBalancerReconfigurationTest.java,easymock,replay,2,2.17
accumulo,HostRegexTableLoadBalancerReconfigurationTest.java,easymock,expect,4,4.35
accumulo,HostRegexTableLoadBalancerTest.java,easymock,replay,4,0.83
accumulo,HostRegexTableLoadBalancerTest.java,easymock,expect,4,0.83
accumulo,TableLoadBalancerTest.java,easymock,anyObject,1,1.43
accumulo,TableLoadBalancerTest.java,easymock,replay,2,2.86
accumulo,TableLoadBalancerTest.java,easymock,expect,4,5.71
accumulo,TableLoadBalancerTest.java,easymock,createMock,2,2.86
accumulo,BaseHostRegexTableLoadBalancerTest.java,easymock,expect,6,2.64
accumulo,BaseHostRegexTableLoadBalancerTest.java,easymock,createMock,2,0.88
accumulo,ProblemReportingIteratorTest.java,easymock,replay,4,9.520000000000001
accumulo,ProblemReportingIteratorTest.java,easymock,expect,3,7.140000000000001
accumulo,ProblemReportingIteratorTest.java,easymock,createMock,4,9.520000000000001
accumulo,ProblemReportingIteratorTest.java,easymock,verify,3,7.140000000000001
accumulo,ProblemReportTest.java,easymock,aryEq,1,1.01
accumulo,ProblemReportTest.java,easymock,andReturn,1,1.01
accumulo,ProblemReportTest.java,easymock,replay,4,4.04
accumulo,ProblemReportTest.java,easymock,expect,3,3.0300000000000002
accumulo,ProblemReportTest.java,easymock,eq,2,2.02
accumulo,ProblemReportTest.java,easymock,createMock,1,1.01
accumulo,ProblemReportTest.java,easymock,verify,2,2.02
accumulo,ReplicationUtilTest.java,easymock,replay,2,4.0
accumulo,ReplicationUtilTest.java,easymock,expect,3,6.0
accumulo,ReplicationUtilTest.java,easymock,createMock,4,8.0
accumulo,ReplicationUtilTest.java,easymock,verify,2,4.0
accumulo,AuthenticationTokenSecretManagerTest.java,easymock,expectLastCall,1,0.61
accumulo,AuthenticationTokenSecretManagerTest.java,easymock,replay,1,0.61
accumulo,AuthenticationTokenSecretManagerTest.java,easymock,createMock,1,0.61
accumulo,AuthenticationTokenSecretManagerTest.java,easymock,verify,1,0.61
accumulo,AuthenticationTokenKeyManagerTest.java,easymock,expectLastCall,6,6.819999999999999
accumulo,AuthenticationTokenKeyManagerTest.java,easymock,createMockBuilder,1,1.1400000000000001
accumulo,AuthenticationTokenKeyManagerTest.java,easymock,anyLong,1,1.1400000000000001
accumulo,AuthenticationTokenKeyManagerTest.java,easymock,andReturn,1,1.1400000000000001
accumulo,AuthenticationTokenKeyManagerTest.java,easymock,replay,4,4.55
accumulo,AuthenticationTokenKeyManagerTest.java,easymock,expect,5,5.680000000000001
accumulo,AuthenticationTokenKeyManagerTest.java,easymock,createMock,2,2.27
accumulo,AuthenticationTokenKeyManagerTest.java,easymock,verify,4,4.55
accumulo,ZooAuthenticationKeyDistributorTest.java,easymock,anyObject,1,0.58
accumulo,ZooAuthenticationKeyDistributorTest.java,easymock,expectLastCall,1,0.58
accumulo,ZooAuthenticationKeyDistributorTest.java,easymock,aryEq,2,1.16
accumulo,ZooAuthenticationKeyDistributorTest.java,easymock,andReturn,1,0.58
accumulo,ZooAuthenticationKeyDistributorTest.java,easymock,replay,9,5.2299999999999995
accumulo,ZooAuthenticationKeyDistributorTest.java,easymock,expect,25,14.530000000000001
accumulo,ZooAuthenticationKeyDistributorTest.java,easymock,eq,13,7.5600000000000005
accumulo,ZooAuthenticationKeyDistributorTest.java,easymock,createMock,1,0.58
accumulo,ZooAuthenticationKeyDistributorTest.java,easymock,verify,9,5.2299999999999995
accumulo,ZooAuthenticationKeyWatcherTest.java,easymock,reset,1,0.33999999999999997
accumulo,ZooAuthenticationKeyWatcherTest.java,easymock,andReturn,11,3.6900000000000004
accumulo,ZooAuthenticationKeyWatcherTest.java,easymock,andThrow,1,0.33999999999999997
accumulo,ZooAuthenticationKeyWatcherTest.java,easymock,replay,13,4.36
accumulo,ZooAuthenticationKeyWatcherTest.java,easymock,expect,24,8.05
accumulo,ZooAuthenticationKeyWatcherTest.java,easymock,createMock,1,0.33999999999999997
accumulo,ZooAuthenticationKeyWatcherTest.java,easymock,verify,13,4.36
accumulo,ZKAuthenticatorTest.java,easymock,anyObject,12,8.82
accumulo,ZKAuthenticatorTest.java,easymock,once,2,1.47
accumulo,ZKAuthenticatorTest.java,easymock,andReturn,2,1.47
accumulo,ZKAuthenticatorTest.java,easymock,replay,2,1.47
accumulo,ZKAuthenticatorTest.java,easymock,expect,11,8.09
accumulo,ZKAuthenticatorTest.java,easymock,createMock,4,2.94
accumulo,ZKAuthenticatorTest.java,easymock,verify,2,1.47
accumulo,ZKAuthenticatorTest.java,easymock,matches,5,3.6799999999999997
accumulo,LogicalTimeTest.java,easymock,replay,2,6.45
accumulo,LogicalTimeTest.java,easymock,createMock,2,6.45
accumulo,LogicalTimeTest.java,easymock,verify,2,6.45
accumulo,TabletTimeTest.java,easymock,replay,1,2.44
accumulo,TabletTimeTest.java,easymock,createMock,1,2.44
accumulo,TabletTimeTest.java,easymock,verify,1,2.44
accumulo,MillisTimeTest.java,easymock,anyLong,1,3.6999999999999997
accumulo,MillisTimeTest.java,easymock,replay,1,3.6999999999999997
accumulo,MillisTimeTest.java,easymock,createMock,1,3.6999999999999997
accumulo,MillisTimeTest.java,easymock,verify,1,3.6999999999999997
accumulo,TServerUtilsTest.java,easymock,createNiceMock,2,1.1400000000000001
accumulo,TServerUtilsTest.java,easymock,replay,4,2.27
accumulo,TServerUtilsTest.java,easymock,expect,12,6.819999999999999
accumulo,TServerUtilsTest.java,easymock,createMock,2,1.1400000000000001
accumulo,TServerUtilsTest.java,easymock,verify,3,1.7000000000000002
accumulo,AdminTest.java,easymock,anyObject,1,2.78
accumulo,AdminTest.java,easymock,andAnswer,1,2.78
accumulo,AdminTest.java,easymock,replay,3,8.33
accumulo,AdminTest.java,easymock,expect,4,11.110000000000001
accumulo,AdminTest.java,easymock,eq,1,2.78
accumulo,AdminTest.java,easymock,createMock,3,8.33
accumulo,AdminTest.java,easymock,verify,3,8.33
accumulo,ReplicationTableUtilTest.java,easymock,anyObject,1,1.04
accumulo,ReplicationTableUtilTest.java,easymock,expectLastCall,3,3.1199999999999997
accumulo,ReplicationTableUtilTest.java,easymock,createNiceMock,1,1.04
accumulo,ReplicationTableUtilTest.java,easymock,replay,3,3.1199999999999997
accumulo,ReplicationTableUtilTest.java,easymock,expect,4,4.17
accumulo,ReplicationTableUtilTest.java,easymock,createMock,3,3.1199999999999997
accumulo,ReplicationTableUtilTest.java,easymock,verify,2,2.08
accumulo,HistoryCommandTest.java,easymock,replay,1,2.56
accumulo,HistoryCommandTest.java,easymock,expect,2,5.13
accumulo,HistoryCommandTest.java,easymock,createMock,1,2.56
accumulo,ImportDirectoryCommandTest.java,easymock,expectLastCall,3,2.91
accumulo,ImportDirectoryCommandTest.java,easymock,replay,2,1.94
accumulo,ImportDirectoryCommandTest.java,easymock,expect,21,20.39
accumulo,ImportDirectoryCommandTest.java,easymock,createMock,5,4.8500000000000005
accumulo,ImportDirectoryCommandTest.java,easymock,verify,1,0.97
accumulo,DropUserCommandTest.java,easymock,expectLastCall,2,4.65
accumulo,DropUserCommandTest.java,easymock,anyObject,1,2.33
accumulo,DropUserCommandTest.java,easymock,andReturn,1,2.33
accumulo,DropUserCommandTest.java,easymock,replay,1,2.33
accumulo,DropUserCommandTest.java,easymock,expect,9,20.93
accumulo,DropUserCommandTest.java,easymock,createMock,6,13.950000000000001
accumulo,DropUserCommandTest.java,easymock,verify,1,2.33
accumulo,SetIterCommandTest.java,easymock,expectLastCall,3,2.56
accumulo,SetIterCommandTest.java,easymock,anyObject,5,4.2700000000000005
accumulo,SetIterCommandTest.java,easymock,andReturn,1,0.8500000000000001
accumulo,SetIterCommandTest.java,easymock,replay,1,0.8500000000000001
accumulo,SetIterCommandTest.java,easymock,expect,29,24.79
accumulo,SetIterCommandTest.java,easymock,eq,2,1.71
accumulo,SetIterCommandTest.java,easymock,createMock,6,5.13
accumulo,SetIterCommandTest.java,easymock,verify,1,0.8500000000000001
