method, origin, count
when,org.mockito.Mockito,100
verify,org.mockito.Mockito,7
times,org.mockito.Mockito,2
mock,org.mockito.Mockito,146
thenReturn,org.mockito.stubbing.OngoingStubbing<java.lang.Integer>,49
any,org.mockito.ArgumentMatchers,12
spy,org.mockito.Mockito,6
doReturn,org.mockito.Mockito,1
eq,org.mockito.ArgumentMatchers,2
doAnswer,org.mockito.Mockito,8
getArguments,org.mockito.invocation.InvocationOnMock,6
anyString,org.mockito.ArgumentMatchers,6
never,org.mockito.Mockito,2
