class name, frequency
com.cloud.agent.api.CreateLogicalSwitchAnswer,3,
com.cloud.agent.api.DeleteLogicalSwitchAnswer,1,
com.cloud.network.NetworkProfile,2,
org.apache.http.impl.client.CloseableHttpClient,10,
org.apache.http.client.methods.CloseableHttpResponse,17,
com.cloud.network.resource.NiciraNvpResource,2,
com.cloud.network.nicira.NiciraNvpApi,8,
com.cloud.network.resource.NiciraNvpUtilities,2,
com.cloud.network.nicira.LogicalSwitch,4,
com.cloud.network.nicira.LogicalRouterPort,3,
com.cloud.network.nicira.VifAttachment,1,
com.cloud.network.nicira.ControlClusterStatus,4,
com.cloud.network.nicira.LogicalSwitchPort,5,
com.cloud.network.nicira.LogicalRouter,3,
com.cloud.agent.api.ConfigurePublicIpsOnLogicalRouterCommand,2,
com.cloud.agent.api.ConfigureStaticNatRulesOnLogicalRouterCommand,4,
com.cloud.agent.api.ConfigurePortForwardingRulesOnLogicalRouterCommand,5,
com.cloud.network.dao.PhysicalNetworkServiceProviderVO,3,
org.apache.http.client.HttpClient,3,
org.apache.http.impl.client.DefaultHttpClient,1,
org.apache.http.client.methods.HttpPost,1,
org.apache.http.HttpResponse,5,
org.apache.http.StatusLine,6,
org.apache.http.client.methods.HttpPatch,4,
com.cloud.network.dao.BrocadeVcsDao,1,
com.cloud.network.dao.BrocadeVcsNetworkVlanMappingDao,1,
com.cloud.network.guru.GuestNetworkGuru,1,
com.cloud.network.BrocadeVcsDeviceVO,8,
com.cloud.agent.api.CreateNetworkAnswer,2,
com.cloud.agent.api.AssociateMacToNetworkAnswer,2,
com.cloud.agent.api.DisassociateMacFromNetworkAnswer,2,
com.cloud.network.BrocadeVcsNetworkVlanMappingVO,2,
com.cloud.agent.api.DeleteNetworkAnswer,1,
com.cloud.network.brocade.BrocadeVcsApi,1,
com.cloud.network.schema.showvcs.VcsNodeInfo,2,
com.cloud.network.schema.showvcs.VcsNodes,2,
com.cloud.network.schema.showvcs.Output,2,
com.cloud.deploy.DeploymentPlanner.ExcludeList,7,
com.cloud.vm.VirtualMachineProfileImpl,11,
com.cloud.deploy.DataCenterDeployment,10,
com.cloud.user.AccountVO,11,
com.cloud.host.dao.HostTagsDao,3,
com.cloud.gpu.dao.HostGpuGroupsDao,3,
com.cloud.storage.dao.GuestOSCategoryDao,3,
com.cloud.storage.dao.StoragePoolHostDao,4,
com.cloud.vm.dao.UserVmDetailsDao,3,
com.cloud.capacity.dao.CapacityDao,4,
com.cloud.service.dao.ServiceOfferingDetailsDao,3,
org.apache.log4j.spi.LoggingEvent,5,
com.cloud.capacity.CapacityVO,2,
com.cloud.dc.ClusterDetailsVO,2,
com.cloud.dc.HostPodVO,10,
com.cloud.dc.ClusterVO,1,
com.cloud.deploy.FirstFitPlanner,1,
com.cloud.deploy.dao.PlannerHostReservationDao,1,
com.cloud.ha.HaWorkVO,2,
com.cloud.ha.CheckOnAgentInvestigator,2,
com.cloud.agent.api.routing.HealthCheckLBConfigAnswer,1,
com.cloud.network.dao.NetworkExternalLoadBalancerVO,1,
com.cloud.network.dao.ExternalLoadBalancerDeviceVO,1,
com.cloud.network.ExternalDeviceUsageManagerImpl.ExternalDeviceNetworkUsageTask,1,
com.cloud.dc.dao.DataCenterVnetDao,1,
com.cloud.network.NetworkModelImpl,1,
com.cloud.network.router.VpcVirtualNetworkApplianceManagerImpl,1,
com.cloud.agent.api.HandleConfigDriveIsoAnswer,2,
com.cloud.vm.UserVmDetailVO,1,
com.cloud.network.vpc.Vpc,7,
com.cloud.network.RemoteAccessVpn,3,
com.cloud.network.element.VirtualRouterElement,1,
com.cloud.network.element.VpcVirtualRouterElement,1,
com.cloud.network.dao.LoadBalancerDao,18,
com.cloud.network.dao.LoadBalancerVO,2,
com.cloud.network.dao.LoadBalancerVMMapDao,4,
com.cloud.network.element.LoadBalancingServiceProvider,1,
com.cloud.network.as.dao.AutoScaleVmGroupDao,1,
com.cloud.network.dao.LBHealthCheckPolicyDao,1,
com.cloud.network.dao.LBStickinessPolicyDao,1,
com.cloud.network.dao.LoadBalancerCertMapDao,5,
com.cloud.network.router.VirtualRouter,4,
com.cloud.projects.ProjectManager,3,
com.cloud.network.vpc.VpcOfferingServiceMapVO,1,
com.cloud.network.element.NetworkElement,2,
com.cloud.network.vpc.NetworkACL,3,
com.cloud.network.vpc.NetworkACLItemVO,7,
org.influxdb.InfluxDB,2,
org.influxdb.dto.BatchPoints.Builder,1,
org.influxdb.dto.BatchPoints,1,
com.cloud.user.SSHKeyPairVO,4,
com.cloud.api.query.vo.ServiceOfferingJoinVO,1,
com.cloud.storage.StorageManagerImpl,1,
com.cloud.template.TemplateAdapter,2,
com.cloud.storage.TemplateProfile,2,
com.cloud.storage.VMTemplateStoragePoolVO,4,
com.cloud.storage.dao.VMTemplateZoneDao,1,
com.cloud.storage.dao.SnapshotDao,1,
com.cloud.event.dao.UsageEventDao,4,
com.cloud.storage.dao.LaunchPermissionDao,1,
com.cloud.api.query.dao.UserVmJoinDao,1,
com.cloud.storage.dao.VMTemplateDetailsDao,1,
com.cloud.user.UserAccountVO,1,
com.cloud.user.UserVO,3,
com.cloud.domain.DomainVO,1,
com.cloud.network.element.UserDataServiceProvider,2,
com.cloud.network.vpc.NetworkACLVO,1,
com.cloud.network.Network.Provider,1,
com.cloud.network.vpc.VpcGatewayVO,1,
com.cloud.network.vpc.PrivateGateway,1,
com.cloud.network.vpc.VpcManager,3,
com.cloud.tags.dao.ResourceTagDao,4,
com.cloud.network.vpc.dao.NetworkACLDao,3,
com.cloud.network.vpc.NetworkACLItemDao,2,
com.cloud.network.vpc.dao.VpcGatewayDao,3,
com.cloud.network.vpc.VpcService,4,
com.cloud.network.rules.RulesManager,15,
com.cloud.network.vpc.NetworkACLManager,2,
com.cloud.network.vpc.dao.VpcDao,2,
com.cloud.projects.dao.ProjectDao,2,
com.cloud.user.dao.UserDao,2,
com.cloud.network.lb.LoadBalancingRulesService,1,
com.cloud.network.dao.FirewallRulesDao,2,
com.cloud.network.dao.SslCertDao,15,
com.cloud.network.element.IpDeployer,1,
com.cloud.network.rules.FirewallManager,1,
com.cloud.network.Ipv6AddressManager,1,
com.cloud.dc.dao.DataCenterLinkLocalIpAddressDao,1,
com.cloud.user.AccountDetailsDao,1,
com.cloud.domain.dao.DomainDetailsDao,1,
com.cloud.network.vpc.dao.VpcOfferingDao,1,
com.cloud.network.vpc.dao.VpcOfferingServiceMapDao,1,
com.cloud.network.vpc.dao.PrivateIpDao,1,
com.cloud.network.vpc.dao.StaticRouteDao,1,
com.cloud.network.dao.Site2SiteVpnGatewayDao,1,
com.cloud.network.vpc.dao.VpcServiceMapDao,1,
com.cloud.agent.api.GetUnmanagedInstancesCommand,1,
com.cloud.network.element.VirtualRouterProviderVO,1,
com.cloud.network.vpc.VpcOfferingVO,2,
com.cloud.usage.UsageVPNUserVO,2,
com.cloud.event.UsageEventVO,1,
com.cloud.usage.UsageVMSnapshotVO,2,
com.cloud.utils.SwiftUtil.SwiftClientCfg,10,
org.apache.log4j.Logger,2,
org.apache.http.HttpEntity,1,
com.trilead.ssh2.Session,1,
com.trilead.ssh2.Connection,1,
javax.mail.internet.MimeMessage,2,
com.sun.mail.smtp.SMTPMessage,1,
com.sun.mail.smtp.SMTPTransport,1,
com.cloud.hypervisor.vmware.util.VmwareClient,1,
streamer.SocketWrapper,1,
streamer.Link,2,
java.lang.Exception,1,
jakarta.servlet.http.HttpServletRequest,7,
jakarta.servlet.http.HttpServletResponse,5,
jakarta.servlet.FilterChain,1,
jakarta.servlet.http.HttpSession,1,
jakarta.servlet.ServletContext,1,
javax.ws.rs.ext.Providers,3,
javax.ws.rs.ext.ExceptionMapper,3,
javax.servlet.http.HttpServletRequestWrapper,2,
javax.servlet.ServletInputStream,1,
javax.xml.stream.XMLStreamWriter,5,
org.apache.axiom.core.stream.XmlHandler,1,
org.w3c.dom.Element,1,
org.w3c.dom.Attr,2,
