class name, frequency
com.github.maoo.indexer.client.AlfrescoClient,1,
org.apache.kafka.clients.producer.KafkaProducer,1,
org.nuxeo.client.NuxeoClient,2,
org.nuxeo.client.objects.user.UserManager,3,
org.nuxeo.client.objects.user.User,3,
org.nuxeo.client.objects.Document,5,
org.nuxeo.client.objects.Repository,6,
org.nuxeo.client.objects.Documents,2,
org.nuxeo.client.objects.blob.FileBlob,1,
org.slf4j.Logger,7,
org.xml.sax.ext.LexicalHandler,1,
org.eclipse.aether.impl.RepositoryEventDispatcher,1,
T,1,
org.elasticsearch.client.RestClient,1,
org.elasticsearch.client.Response,1,
org.apache.http.HttpEntity,1,
org.apache.http.Header,1,
org.elasticsearch.action.search.SearchResponse,1,
org.apache.poi.ss.usermodel.Sheet,1,
javax.sql.DataSource,1,
java.sql.Connection,1,
java.sql.Statement,1,
java.sql.PreparedStatement,1,
org.apache.kafka.clients.consumer.Consumer,2,
java.util.Map,5,
java.lang.Object,2,
java.util.concurrent.Executor,1,
java.net.Socket,1,
org.apache.hadoop.mapreduce.Reducer.Context,1,
org.apache.hadoop.mapreduce.Mapper.Context,1,
org.apache.commons.logging.Log,1,
jakarta.faces.context.ExternalContext,4,
jakarta.faces.application.ViewHandler,5,
jakarta.faces.component.UIComponent,9,
jakarta.faces.component.ContextCallback,2,
jakarta.faces.render.Renderer,3,
jakarta.faces.event.FacesEvent,4,
jakarta.faces.component.visit.VisitContext,1,
jakarta.faces.application.Application,5,
jakarta.faces.lifecycle.LifecycleFactory,1,
jakarta.faces.lifecycle.Lifecycle,1,
jakarta.el.ELContext,9,
jakarta.faces.component.UIViewRoot,2,
jakarta.el.MethodExpression,6,
,1,
jakarta.faces.component.UIViewRootTest.AnyPhasePhaseListener,1,
jakarta.faces.component.UIViewRootTest.RestoreViewPhasePhaseListener,1,
jakarta.faces.event.ActionListener,2,
jakarta.faces.convert.Converter,1,
jakarta.faces.validator.Validator,1,
jakarta.el.ValueExpression,7,
jakarta.faces.context.FacesContext,6,
jakarta.faces.component.UIComponentBase,3,
jakarta.faces.event.FacesListener,2,
jakarta.faces.event.ValueChangeListener,1,
jakarta.el.ExpressionFactory,1,
jakarta.faces.view.facelets.FaceletContext,1,
jakarta.el.ELResolver,4,
jakarta.faces.application.ResourceHandler,1,
jakarta.faces.application.Resource,1,
jakarta.el.ELContextEvent,1,
jakarta.el.ELContextListener,1,
