method, origin, count
mock,org.mockito.Mockito,6
when,org.mockito.Mockito,6
thenReturn,org.mockito.stubbing.OngoingStubbing<java.lang.String>,3

MockedObjects: ,6

# of Mocked objects each file:,3|3|
