method, origin, count
spy,org.mockito.Mockito,3
verify,org.mockito.Mockito,26
never,org.mockito.Mockito,1
mock,org.mockito.Mockito,79
when,org.mockito.Mockito,187
thenReturn,org.mockito.stubbing.OngoingStubbing<java.lang.Long>,21
forClass,org.mockito.ArgumentCaptor,5
doReturn,org.mockito.Mockito,108
verifyNoMoreInteractions,org.mockito.Mockito,3
any,org.mockito.ArgumentMatchers,12
getArguments,org.mockito.invocation.InvocationOnMock,4
times,org.mockito.Mockito,29
timeout,org.mockito.Mockito,3
thenAnswer,org.mockito.stubbing.OngoingStubbing<java.lang.Boolean>,1
openMocks,org.mockito.MockitoAnnotations,12
