class name, frequency
org.osgi.framework.BundleContext,40,
org.apache.maven.artifact.Artifact,13,
java.io.File,3,
org.osgi.framework.Bundle,33,
org.osgi.framework.ServiceReference<>,4,
org.osgi.framework.startlevel.BundleStartLevel,3,
org.osgi.service.cm.ConfigurationAdmin,14,
org.osgi.service.cm.Configuration,13,
org.osgi.service.event.EventAdmin,1,
org.osgi.framework.wiring.BundleRevision,4,
org.osgi.framework.wiring.BundleWiring,8,
org.osgi.framework.wiring.BundleWire,3,
org.osgi.framework.wiring.BundleRequirement,4,
org.osgi.framework.wiring.BundleCapability,3,
org.osgi.framework.ServiceReference<javax.sql.DataSource>,1,
java.sql.Connection,7,
java.sql.DatabaseMetaData,1,
java.sql.ResultSet,2,
java.sql.PreparedStatement,1,
java.sql.Statement,2,
javax.management.MBeanInfo,22,
javax.management.MBeanServer,30,
org.osgi.framework.ServiceRegistration<>,2,
org.osgi.framework.ServiceReference,6,
org.osgi.framework.ServiceRegistration,6,
org.osgi.framework.ServiceReference<java.lang.Object>,1,
org.apache.felix.service.threadio.ThreadIO,1,
java.io.PrintStream,3,
javax.servlet.http.HttpServletRequest,189,
javax.servlet.http.HttpServletResponse,108,
javax.servlet.ServletContext,119,
javax.servlet.ServletConfig,2,
com.amazonaws.services.kendra.AWSkendra,1,
org.apache.shiro.authc.UsernamePasswordToken,2,
com.cloudera.api.swagger.model.ApiServiceList,1,
com.cloudera.api.swagger.model.ApiRoleList,3,
com.cloudera.api.swagger.model.ApiService,6,
com.cloudera.api.swagger.model.ApiClusterRef,1,
com.cloudera.api.swagger.model.ApiRole,4,
com.cloudera.api.swagger.model.ApiHostRef,2,
com.cloudera.api.swagger.model.ApiServiceConfig,3,
com.cloudera.api.swagger.model.ApiConfig,5,
com.cloudera.api.swagger.model.ApiConfigList,3,
com.cloudera.api.swagger.model.ApiEvent,1,
com.cloudera.api.swagger.model.ApiEventAttribute,1,
org.jboss.shrinkwrap.api.spec.WebArchive,4,
javax.servlet.FilterConfig,103,
org.apache.http.client.methods.HttpUriRequest,18,
org.apache.http.client.methods.CloseableHttpResponse,9,
org.apache.http.StatusLine,10,
org.apache.http.HttpEntity,9,
org.apache.http.Header,9,
org.apache.http.impl.client.CloseableHttpClient,10,
java.util.Properties,1,
javax.servlet.FilterChain,14,
org.pac4j.core.client.Client,1,
org.pac4j.core.context.WebContext,1,
javax.servlet.Filter,2,
javax.servlet.RequestDispatcher,1,
org.eclipse.jetty.server.Server,1,
org.eclipse.jetty.server.ServerConnector,1,
java.security.KeyStore,3,
java.security.Principal,12,
javax.servlet.ServletOutputStream,5,
java.security.cert.X509Certificate,1,
java.security.KeyStoreSpi,1,
java.security.cert.Certificate,1,
java.lang.Object,1,
org.apache.http.message.BasicHttpResponse,1,
org.apache.http.HttpResponse,11,
java.sql.ResultSetMetaData,1,
org.apache.http.RequestLine,1,
javax.servlet.ServletInputStream,4,
javax.sql.DataSource,4,
javax.jms.ConnectionFactory,1,
javax.jms.Connection,1,
javax.jms.Session,1,
javax.jms.Destination,2,
javax.jms.MessageProducer,2,
javax.jms.TextMessage,1,
javax.jms.ObjectMessage,1,
javax.jms.MapMessage,1,
java.io.OutputStream,2,
jakarta.servlet.ServletContext,5,
org.mockito.ArgumentCaptor<java.lang.Class<? extends jakarta.servlet.Filter>>,1,
org.mockito.ArgumentCaptor<java.util.EventListener>,2,
jakarta.servlet.FilterRegistration.Dynamic,3,
jakarta.servlet.ServletContextEvent,2,
jakarta.servlet.FilterConfig,1,
jakarta.servlet.ServletRequest,1,
jakarta.servlet.ServletResponse,1,
jakarta.servlet.FilterChain,1,
org.springframework.core.env.AbstractEnvironment,3,
javax.servlet.jsp.PageContext,6,
javax.servlet.jsp.JspWriter,1,
javax.servlet.jsp.tagext.BodyContent,2,
javax.servlet.ServletContextEvent,2,
javax.servlet.ServletRequest,1,
javax.servlet.ServletResponse,1,
org.mockito.ArgumentCaptor<java.lang.Class<? extends javax.servlet.Filter>>,1,
javax.servlet.FilterRegistration.Dynamic,3,
