Project Name,File Path,Mocking Framework,Imported Mock Line
harmony,harmony\classlib\modules\nio_char\src\test\java\tests\api\java\nio\charset\CharsetProviderTest.java,tests,tests.api.java.nio.charset.CharsetTest.MockCharset
harmony,harmony\classlib\modules\nio_char\src\test\java\tests\api\java\nio\charset\CharsetProviderTest.java,tests,tests.api.java.nio.charset.CharsetTest.MockSecurityManager
hbase,hbase\hbase-asyncfs\src\test\java\org\apache\hadoop\hbase\util\TestRecoverLeaseFSUtils.java,mockito,org.mockito.Mockito
hbase,hbase\hbase-balancer\src\test\java\org\apache\hadoop\hbase\favored\TestFavoredNodeAssignmentHelper.java,mockito,static org.mockito.ArgumentMatchers.any
hbase,hbase\hbase-balancer\src\test\java\org\apache\hadoop\hbase\favored\TestFavoredNodeAssignmentHelper.java,mockito,static org.mockito.Mockito.when
hbase,hbase\hbase-balancer\src\test\java\org\apache\hadoop\hbase\favored\TestFavoredNodeAssignmentHelper.java,mockito,org.mockito.Mockito
hbase,hbase\hbase-balancer\src\test\java\org\apache\hadoop\hbase\master\balancer\TestBaseLoadBalancer.java,mockito,static org.mockito.Mockito.mock
hbase,hbase\hbase-balancer\src\test\java\org\apache\hadoop\hbase\master\balancer\TestBaseLoadBalancer.java,mockito,static org.mockito.Mockito.when
hbase,hbase\hbase-balancer\src\test\java\org\apache\hadoop\hbase\master\balancer\TestRegionHDFSBlockLocationFinder.java,mockito,static org.mockito.Mockito.mock
hbase,hbase\hbase-balancer\src\test\java\org\apache\hadoop\hbase\master\balancer\TestRegionHDFSBlockLocationFinder.java,mockito,static org.mockito.Mockito.when
hbase,hbase\hbase-balancer\src\test\java\org\apache\hadoop\hbase\master\balancer\TestStochasticLoadBalancer.java,mockito,static org.mockito.Mockito.mock
hbase,hbase\hbase-balancer\src\test\java\org\apache\hadoop\hbase\master\balancer\TestStochasticLoadBalancer.java,mockito,static org.mockito.Mockito.when
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncAdminRpcPriority.java,mockito,static org.mockito.ArgumentMatchers.any
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncAdminRpcPriority.java,mockito,static org.mockito.ArgumentMatchers.argThat
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncAdminRpcPriority.java,mockito,static org.mockito.Mockito.doAnswer
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncAdminRpcPriority.java,mockito,static org.mockito.Mockito.mock
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncAdminRpcPriority.java,mockito,static org.mockito.Mockito.times
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncAdminRpcPriority.java,mockito,static org.mockito.Mockito.verify
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncAdminRpcPriority.java,mockito,org.mockito.ArgumentMatcher
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncAdminRpcPriority.java,mockito,org.mockito.invocation.InvocationOnMock
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncAdminRpcPriority.java,mockito,org.mockito.stubbing.Answer
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,static org.mockito.ArgumentMatchers.any
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,static org.mockito.ArgumentMatchers.anyInt
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,static org.mockito.ArgumentMatchers.anyLong
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,static org.mockito.ArgumentMatchers.argThat
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,static org.mockito.Mockito.atLeast
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,static org.mockito.Mockito.doAnswer
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,static org.mockito.Mockito.mock
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,static org.mockito.Mockito.times
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,static org.mockito.Mockito.verify
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,org.mockito.ArgumentMatcher
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,org.mockito.invocation.InvocationOnMock
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableRpcPriority.java,mockito,org.mockito.stubbing.Answer
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableTracing.java,mockito,static org.mockito.ArgumentMatchers.any
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableTracing.java,mockito,static org.mockito.ArgumentMatchers.anyInt
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableTracing.java,mockito,static org.mockito.ArgumentMatchers.anyLong
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableTracing.java,mockito,static org.mockito.Mockito.doAnswer
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableTracing.java,mockito,static org.mockito.Mockito.mock
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableTracing.java,mockito,org.mockito.invocation.InvocationOnMock
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestAsyncTableTracing.java,mockito,org.mockito.stubbing.Answer
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestClientExponentialBackoff.java,mockito,org.mockito.Mockito
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestImmutableScan.java,mockito,org.mockito.Mockito
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\client\TestRetriesExhaustedWithDetailsException.java,mockito,org.mockito.Mockito
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\ipc\TestFailedServersLog.java,mockito,static org.mockito.ArgumentMatchers.any
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\ipc\TestFailedServersLog.java,mockito,static org.mockito.Mockito.doAnswer
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\ipc\TestFailedServersLog.java,mockito,static org.mockito.Mockito.mock
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\ipc\TestFailedServersLog.java,mockito,static org.mockito.Mockito.times
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\ipc\TestFailedServersLog.java,mockito,static org.mockito.Mockito.verify
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\ipc\TestFailedServersLog.java,mockito,static org.mockito.Mockito.when
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\ipc\TestFailedServersLog.java,mockito,org.mockito.invocation.InvocationOnMock
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\ipc\TestFailedServersLog.java,mockito,org.mockito.stubbing.Answer
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\security\TestHBaseSaslRpcClient.java,mockito,static org.mockito.ArgumentMatchers.any
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\security\TestHBaseSaslRpcClient.java,mockito,static org.mockito.ArgumentMatchers.anyString
hbase,hbase\hbase-client\src\test\java\org\apache\hadoop\hbase\security\TestHBaseSaslRpcClient.java,mockito,static org.mockito.Mockito.mock
