project name, file path, num of dependency classes, num of mocked classes,
ofbiz,/ofbiz/framework/webapp/src/test/java/org/apache/ofbiz/webapp/control/ControlFilterTests.java,12,5,42%
ofbiz,/ofbiz/framework/widget/src/test/java/org/apache/ofbiz/widget/model/ModelFormFieldTest.java,15,1,7%
ofbiz,/ofbiz/framework/widget/src/test/java/org/apache/ofbiz/widget/renderer/macro/MacroFormRendererTest.java,45,13,29%
ofbiz,/ofbiz/framework/widget/src/test/java/org/apache/ofbiz/widget/renderer/macro/RenderableFtlFormElementsBuilderTest.java,25,9,36%
olingo,/odata-client-core/src/test/java/org/apache/olingo/client/core/ErrorTest.java,20,1,5%
olingo,/odata-client-core/src/test/java/org/apache/olingo/client/core/ODataClientBuilderTest.java,10,1,10%
olingo,/odata-client-core/src/test/java/org/apache/olingo/client/core/communication/request/AsyncRequestWrapperTest.java,32,8,25%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/EdmImplCallCreateTest.java,25,9,36%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/EdmImplCachingTest.java,25,10,40%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmIsOfImplTest.java,21,1,5%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmLogicalOrComparisonImplTest.java,18,1,6%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmPropertyPathImplTest.java,12,1,8%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmUrlRefImplTest.java,20,1,5%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmIfImplTest.java,22,1,5%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmCollectionImplTest.java,19,1,5%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmPathImplTest.java,12,1,8%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmPropertyValueImplTest.java,16,1,6%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmCastImplTest.java,21,1,5%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmLabeledElementImplTest.java,19,1,5%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmAnnotationPathTest.java,12,1,8%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmNavigationPropertyPathImpTest.java,12,1,8%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmApplyImplTest.java,22,1,5%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmConstantExpressionImplTest.java,9,1,11%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmRecordImplTest.java,23,5,22%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/commons/core/edm/annotations/EdmLabledElementReferenceImplTest.java,12,1,8%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmParameterImplTest.java,24,2,8%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmEnumTest.java,26,1,4%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmPropertyImplTest.java,24,2,8%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmFunctionImportImplTest.java,26,1,4%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmActionImplTest.java,24,3,13%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmActionImportImplTest.java,16,4,25%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmProviderImplTest.java,32,1,3%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmSchemaImplTest.java,45,1,2%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmTermImplTest.java,28,6,21%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmComplexTypeImplTest.java,22,2,9%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmMemberImplTest.java,6,1,17%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmReferentialConstraintTest.java,8,1,13%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmReturnTypeImplTest.java,22,6,27%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmAnnotationImplTest.java,17,2,12%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmFunctionImplTest.java,16,1,6%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmAnnotationsImplTest.java,11,1,9%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmKeyPropertyRefImplTest.java,15,3,20%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmEntityContainerImplTest.java,29,1,3%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmSingletonImplTest.java,21,1,5%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/AbstractEdmAnnotatableTest.java,17,2,12%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmProviderImplOverloadingTest.java,24,1,4%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmEntityTypeImplTest.java,27,2,7%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmTypeDefinitionImplTest.java,19,1,5%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmEntitySetImplTest.java,24,1,4%
olingo,/odata-commons-core/src/test/java/org/apache/olingo/server/core/edm/provider/EdmNavigationPropertyImplTest.java,24,2,8%
olingo,/odata-server-core/src/test/java/org/apache/olingo/netty/server/core/ODataNettyHandlerImplTest.java,10,3,30%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/ODataHttpHandlerImplTest.java,9,1,11%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/ODataImplTest.java,10,1,10%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/ContentNegotiatorTest.java,15,2,13%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/batchhandler/MockedBatchHandlerTest.java,39,1,3%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/debug/ServerCoreDebuggerTest.java,21,2,10%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/debug/DebugTabUriTest.java,60,7,12%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/deserializer/FixedFormatDeserializerTest.java,9,1,11%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/serializer/BatchResponseSerializerTest.java,30,2,7%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/serializer/json/MetadataDocumentJsonSerializerTest.java,87,9,10%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/serializer/utils/ContextURLBuilderTest.java,14,3,21%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/serializer/xml/MetadataDocumentXmlSerializerTest.java,83,9,11%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/serializer/xml/ServiceDocumentXmlSerializerTest.java,22,3,14%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/uri/UriInfoImplTest.java,31,1,3%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/uri/parser/ExpressionParserTest.java,29,8,28%
olingo,/odata-server-core/src/test/java/org/apache/olingo/server/core/uri/parser/search/SearchParserTest.java,13,1,8%
olingo,/odata-server-core-ext/src/test/java/org/apache/olingo/netty/server/core/NettyServiceDispatcherTest.java,28,5,18%
olingo,/odata-server-core-ext/src/test/java/org/apache/olingo/server/core/ServiceDispatcherTest.java,42,1,2%
olingo,/odata-server-tecsvc/src/test/java/org/apache/olingo/server/tecsvc/data/DataProviderTest.java,17,1,6%
olingo,/odata-server-test/src/test/java/org/apache/olingo/netty/server/core/ODataNettyHandlerImplTest.java,27,7,26%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/PreconditionsValidatorTest.java,26,1,4%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/ODataHandlerImplTest.java,70,24,34%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/deserializer/json/ODataJsonDeserializerEntityTest.java,45,2,4%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/serializer/ExpandSelectMock.java,25,10,40%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/serializer/json/ODataJsonSerializerv01Test.java,70,7,10%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/serializer/json/JsonDeltaSerializerTest.java,34,1,3%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/serializer/json/ODataJsonSerializerTest.java,75,7,9%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/serializer/json/JsonDeltaSerializerWithNavigationsTest.java,40,1,3%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/serializer/utils/ContextURLHelperTest.java,26,3,12%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/serializer/xml/ODataXmlSerializerTest.java,64,3,5%
olingo,/odata-server-test/src/test/java/org/apache/olingo/server/core/uri/parser/ParserTest.java,17,7,41%
oltu,/org.apache.oltu.oauth2.authzserver/src/test/java/org/apache/oltu/oauth2/as/OauthMockRequestBuilder.java,4,1,25%
oltu,/org.apache.oltu.oauth2.authzserver/src/test/java/org/apache/oltu/oauth2/as/OAuthRequestTest.java,17,0,0%
oltu,/org.apache.oltu.oauth2.authzserver/src/test/java/org/apache/oltu/oauth2/as/OAuthUnauthenticatedRequestTest.java,12,0,0%
oltu,/org.apache.oltu.oauth2.authzserver/src/test/java/org/apache/oltu/oauth2/as/response/OAuthASResponseTest.java,10,1,10%
oltu,/org.apache.oltu.oauth2.authzserver/src/test/java/org/apache/oltu/oauth2/as/validator/TokenValidatorTest.java,11,1,9%
oltu,/org.apache.oltu.oauth2.client/src/test/java/org/apache/oltu/oauth2/client/response/OAuthAuthorizationResponseImplTest.java,16,1,6%
oltu,/org.apache.oltu.oauth2.client/src/test/java/org/apache/oltu/oauth2/client/utils/TestUtils.java,3,0,0%
oltu,/org.apache.oltu.oauth2.common/src/test/java/org/apache/oltu/oauth2/common/utils/OAuthUtilsTest.java,12,1,8%
oltu,/org.apache.oltu.oauth2.common/src/test/java/org/apache/oltu/oauth2/common/validators/AbstractValidatorTest.java,10,1,10%
oltu,/org.apache.oltu.oauth2.dynamicreg.server/src/test/java/org/apache/oltu/oauth2/ext/dynamicreg/server/request/OAuthServerRegistrationRequestTest.java,6,1,17%
oltu,/org.apache.oltu.oauth2.resourceserver/src/test/java/org/apache/oltu/oauth2/rs/OAuthAccessResourceRequestTest.java,10,1,10%
oltu,/org.apache.oltu.oauth2.resourceserver/src/test/java/org/apache/oltu/oauth2/rs/extractor/BodyTokenExtractorTest.java,6,1,17%
oltu,/org.apache.oltu.oauth2.resourceserver/src/test/java/org/apache/oltu/oauth2/rs/extractor/QueryTokenExtractorTest.java,5,1,20%
oltu,/org.apache.oltu.oauth2.resourceserver/src/test/java/org/apache/oltu/oauth2/rs/extractor/HeaderTokenExtractorTest.java,6,1,17%
oltu,/org.apache.oltu.oauth2.resourceserver/src/test/java/org/apache/oltu/oauth2/rs/validator/QueryOAuthValidatorTest.java,8,1,13%
oltu,/org.apache.oltu.oauth2.resourceserver/src/test/java/org/apache/oltu/oauth2/rs/validator/HeaderOAuthValidatorTest.java,8,1,13%
oltu,/org.apache.oltu.oauth2.resourceserver/src/test/java/org/apache/oltu/oauth2/rs/validator/BodyOAuthValidatorTest.java,8,1,13%
OODT,/cas-crawler/src/test/java/org/apache/oodt/cas/crawl/TestProductCrawler.java,22,3,14%
OODT,/cas-filemgr/src/test/java/org/apache/oodt/cas/filemgr/datatransfer/TestS3DataTransferer.java,26,5,19%
OODT,/cas-filemgr/src/test/java/org/apache/oodt/cas/filemgr/metadata/extractors/examples/TestDateTimeExpandMetExtractor.java,14,1,7%
OODT,/cas-metadata/src/test/java/org/apache/oodt/cas/metadata/extractors/TestDataSourceMetExtractor.java,18,5,28%
OODT,/cas-pge/src/test/java/org/apache/oodt/cas/pge/TestPGETaskInstance.java,57,3,5%
OODT,/cas-pge/src/test/java/org/apache/oodt/cas/pge/staging/TestFileStager.java,20,2,10%
oozie,/oozie-client/src/test/java/org/apache/oozie/cli/TestOozieCLIMethods.java,22,6,27%
oozie,/oozie-core/src/test/java/org/apache/oozie/action/hadoop/TestYarnACLHandler.java,16,2,13%
oozie,/oozie-core/src/test/java/org/apache/oozie/action/hadoop/TestHCatCredentials.java,34,1,3%
oozie,/oozie-core/src/test/java/org/apache/oozie/action/hadoop/TestScriptLanguageActionExecutor.java,25,7,28%
oozie,/oozie-core/src/test/java/org/apache/oozie/action/hadoop/TestLauncherAMCallbackNotifier.java,13,0,0%
oozie,/oozie-core/src/test/java/org/apache/oozie/action/hadoop/TestCredentials.java,10,2,20%
oozie,/oozie-core/src/test/java/org/apache/oozie/action/hadoop/TestYarnApplicationIdFinder.java,20,5,25%
oozie,/oozie-core/src/test/java/org/apache/oozie/action/ssh/TestSshActionExecutor.java,30,1,3%
oozie,/oozie-core/src/test/java/org/apache/oozie/client/TestWorkflowClient.java,28,1,4%
oozie,/oozie-core/src/test/java/org/apache/oozie/client/TestOozieClientWithFakeServlet.java,21,1,5%
oozie,/oozie-core/src/test/java/org/apache/oozie/command/coord/TestCoordActionNotificationXCommand.java,12,1,8%
oozie,/oozie-core/src/test/java/org/apache/oozie/command/wf/TestWorkflowNotificationXCommand.java,19,2,11%
oozie,/oozie-core/src/test/java/org/apache/oozie/service/TestZKLocksService.java,16,2,13%
oozie,/oozie-core/src/test/java/org/apache/oozie/service/TestLiteWorkflowStoreService.java,10,2,20%
oozie,/oozie-core/src/test/java/org/apache/oozie/service/TestAsyncXCommandExecutor.java,43,8,19%
oozie,/oozie-core/src/test/java/org/apache/oozie/service/TestShareLibService.java,49,3,6%
oozie,/oozie-core/src/test/java/org/apache/oozie/servlet/TestHostnameFilter.java,11,2,18%
oozie,/oozie-core/src/test/java/org/apache/oozie/servlet/TestHttpResponseHeaderFilter.java,12,2,17%
oozie,/oozie-core/src/test/java/org/apache/oozie/servlet/TestErrorServlet.java,10,2,20%
oozie,/oozie-core/src/test/java/org/apache/oozie/util/TestBufferDrainer.java,19,1,5%
oozie,/oozie-core/src/test/java/org/apache/oozie/util/db/TestOperationRetryHandler.java,11,1,9%
oozie,/oozie-fluent-job-api/src/test/java/org/apache/oozie/fluentjob/api/action/TestNodeBuilderBaseImpl.java,11,0,0%
oozie,/oozie-server/src/test/java/org/apache/oozie/server/TestEmbeddedOozieServer.java,30,12,40%
oozie,/oozie-server/src/test/java/org/apache/oozie/server/TestJspHandler.java,16,3,19%
oozie,/oozie-server/src/test/java/org/apache/oozie/server/TestSSLServerConnectorFactory.java,28,4,14%
oozie,/oozie-server/src/test/java/org/apache/oozie/server/guice/TestConstraintSecurityHandlerProvider.java,15,3,20%
oozie,/oozie-sharelib-oozie/src/test/java/org/apache/oozie/action/hadoop/TestHdfsOperations.java,24,4,17%
oozie,/oozie-sharelib-oozie/src/test/java/org/apache/oozie/action/hadoop/TestPrepareActionsHandler.java,14,2,14%
oozie,/oozie-sharelib-oozie/src/test/java/org/apache/oozie/action/hadoop/TestLocalFsOperations.java,5,0,0%
oozie,/oozie-sharelib-oozie/src/test/java/org/apache/oozie/action/hadoop/TestLauncherAMUtils.java,14,1,7%
oozie,/oozie-sharelib-oozie/src/test/java/org/apache/oozie/action/hadoop/TestLauncherAM.java,57,9,16%
oozie,/oozie-sharelib-oozie/src/test/java/org/apache/oozie/action/hadoop/TestLauncherMain.java,26,2,8%
oozie,/oozie-tools/src/test/java/org/apache/oozie/tools/TestECPolicyDisabler.java,20,4,20%
oozie,/oozie-tools/src/test/java/org/apache/oozie/tools/FakeConnection.java,31,3,10%
oozie,/oozie-tools/src/test/java/org/apache/oozie/tools/TestOozieSharelibCLI.java,26,1,4%
oozie,/oozie-tools/src/test/java/org/apache/oozie/tools/diag/TestServerInfoCollector.java,19,1,5%
oozie,/oozie-tools/src/test/java/org/apache/oozie/tools/diag/TestMetricsCollector.java,19,1,5%
oozie,/oozie-tools/src/test/java/org/apache/oozie/tools/diag/TestAppInfoCollector.java,20,6,30%
oozie,/oozie-tools/src/test/java/org/apache/oozie/tools/diag/TestArgParser.java,15,1,7%
openJPA,/openjpa-jdbc/src/test/java/org/apache/openjpa/jdbc/kernel/TableJDBCSeqTest.java,17,2,12%
openJPA,/openjpa-jdbc/src/test/java/org/apache/openjpa/jdbc/sql/TestDB2Dictionary.java,13,6,46%
openJPA,/openjpa-jdbc/src/test/java/org/apache/openjpa/jdbc/sql/TestDBDictionaryGeneratedSQL.java,13,1,8%
openJPA,/openjpa-jdbc/src/test/java/org/apache/openjpa/jdbc/sql/TestHerdDBDictionary.java,23,5,22%
openJPA,/openjpa-jdbc/src/test/java/org/apache/openjpa/jdbc/sql/TestMySQLDictionary.java,11,3,27%
openJPA,/openjpa-kubernetes/src/test/java/org/apache/openjpa/event/kubernetes/KubernetesTCPRemoteCommitProviderTest.java,25,1,4%
openMeetings,/openmeetings-core/src/test/java/org/apache/openmeetings/core/remote/TestRecordingFlowMocked.java,26,5,19%
openMeetings,/openmeetings-core/src/test/java/org/apache/openmeetings/core/remote/BaseMockedTest.java,43,12,28%
openMeetings,/openmeetings-core/src/test/java/org/apache/openmeetings/core/remote/TestSetupFlowMocked.java,12,1,8%
openMeetings,/openmeetings-core/src/test/java/org/apache/openmeetings/core/remote/TestRoomFlowMocked.java,21,6,29%
openMeetings,/openmeetings-core/src/test/java/org/apache/openmeetings/core/util/TestStrongPasswordValidator.java,20,0,0%
openMeetings,/openmeetings-db/src/test/java/org/apache/openmeetings/db/entity/file/FileItemTest.java,10,0,0%
openMeetings,/openmeetings-web/src/test/java/org/apache/openmeetings/service/scheduler/TestJob.java,26,2,8%
openMeetings,/openmeetings-web/src/test/java/org/apache/openmeetings/web/app/TestUserManagerMocked.java,35,5,14%
openNLP,/opennlp-tools/src/test/java/opennlp/tools/ml/TrainerFactoryTest.java,7,0,0%
openNLP,/opennlp-tools/src/test/java/opennlp/tools/namefind/TokenNameFinderEvaluatorTest.java,9,1,11%
orc,/core/src/test/org/apache/orc/TestVectorOrcFile.java,77,1,1%
orc,/core/src/test/org/apache/orc/impl/TestOutStream.java,20,1,5%
orc,/core/src/test/org/apache/orc/impl/TestDataReaderProperties.java,11,2,18%
orc,/core/src/test/org/apache/orc/impl/TestMemoryManager.java,9,1,11%
orc,/core/src/test/org/apache/orc/impl/TestRecordReaderImpl.java,76,2,3%
orc,/core/src/test/org/apache/orc/impl/TestOrcLargeStripe.java,36,2,6%
orc,/mapreduce/src/test/org/apache/orc/mapred/TestOrcFileEvolution.java,35,1,3%
parquet-mr,/parquet-column/src/test/java/org/apache/parquet/column/values/dictionary/TestDictionary.java,33,1,3%
parquet-mr,/parquet-hadoop/src/test/java/org/apache/parquet/filter2/dictionarylevel/DictionaryFilterTest.java,56,1,2%
parquet-mr,/parquet-hadoop/src/test/java/org/apache/parquet/hadoop/TestColumnChunkPageWriteStore.java,58,1,2%
parquet-mr,/parquet-hadoop/src/test/java/org/apache/parquet/hadoop/TestInputFormat.java,56,1,2%
parquet-mr,/parquet-hadoop/src/test/java/org/apache/parquet/hadoop/TestParquetFileWriter.java,70,1,1%
parquet-mr,/parquet-protobuf/src/test/java/org/apache/parquet/proto/ProtoWriteSupportTest.java,13,1,8%
parquet-mr,/parquet-thrift/src/test/java/org/apache/parquet/thrift/projection/TestStrictFieldProjectionFilter.java,8,0,0%
pdfbox,/pdfbox_pdfbox/src/test/java/org/apache/pdfbox/pdmodel/font/TestFontEmbedding.java,31,2,6%
pig,/pig/test/org/apache/pig/test/TestPigServerLocal.java,41,0,0%
plc4x,/apache-camel/src/test/java/org/apache/plc4x/camel/MockDriver.java,7,7,100%
plc4x,/apache-camel/src/test/java/org/apache/plc4x/camel/Plc4XProducerTest.java,11,4,36%
plc4x,/apache-camel/src/test/java/org/apache/plc4x/camel/Plc4XEndpointTest.java,9,2,22%
plc4x,/api/src/test/java/org/apache/plc4x/java/mock/ApiMockDriver.java,2,1,50%
plc4x,/connection-cache/src/test/java/org/apache/plc4x/java/utils/connectionpool2/CachedDriverManagerIT.java,12,2,17%
plc4x,/connection-cache/src/test/java/org/apache/plc4x/java/utils/connectionpool2/CachedPlcConnectionTest.java,8,2,25%
plc4x,/connection-cache/src/test/java/org/apache/plc4x/java/utils/connectionpool2/CachedDriverManagerTest.java,17,3,18%
plc4x,/connection-cache/src/test/java/org/apache/plc4x/java/utils/connectionpool2/PooledDriverManagerTest.java,5,1,20%
plc4x,/connection-pool/src/test/java/org/apache/plc4x/java/utils/connectionpool/PooledDummyDriver.java,2,1,50%
plc4x,/connection-pool/src/test/java/org/apache/plc4x/java/utils/connectionpool/PooledPlcDriverManagerTest.java,22,1,5%
plc4x,/drivers_simulated/src/test/java/org/apache/plc4x/java/simulated/connection/SimulatedConnectionTest.java,18,4,22%
plc4x,/opm/src/test/java/org/apache/plc4x/java/opm/ConnectedEntityTest.java,9,1,11%
plc4x,/opm/src/test/java/org/apache/plc4x/java/opm/PlcEntityManagerComplexTest.java,20,2,10%
plc4x,/opm/src/test/java/org/apache/plc4x/java/opm/PlcEntityInterceptorTest.java,25,5,20%
plc4x,/opm/src/test/java/org/apache/plc4x/java/opm/PlcEntityManagerTest.java,14,2,14%
plc4x,/scraper/src/test/java/org/apache/plc4x/java/scraper/ScraperTaskTest.java,13,2,15%
plc4x,/scraper/src/test/java/org/apache/plc4x/java/scraper/ScraperTest.java,15,1,7%
plc4x,/scraper/src/test/java/org/apache/plc4x/java/scraper/triggeredscraper/TriggeredScraperImplTest.java,9,1,11%
plc4x,/scraper/src/test/java/org/apache/plc4x/java/scraper/triggeredscraper/triggerhandler/TriggerConfigurationTest.java,11,1,9%
plc4x,/spi/src/test/java/org/apache/plc4x/java/spi/Plc4xNettyWrapperTest.java,16,4,25%
plc4x,/spi/src/test/java/org/apache/plc4x/java/spi/internal/DefaultSendRequestContextTest.java,12,2,17%
reef,/reef-common/src/test/java/org/apache/reef/runtime/common/driver/EvaluatorRequestorImplTest.java,12,1,8%
reef,/reef-io/src/test/java/org/apache/reef/io/network/group/impl/utils/ScatterCodecTest.java,13,1,8%
reef,/reef-runtime-azbatch/src/test/java/org/apache/reef/runtime/azbatch/CommandBuilderTests.java,14,2,14%
reef,/reef-runtime-local/src/test/java/org/apache/reef/runtime/local/driver/ResourceManagerTest.java,30,1,3%
reef,/reef-runtime-yarn/src/test/java/org/apache/reef/runtime/yarn/driver/YarnResourceRequestHandlerTest.java,11,1,9%
reef,/reef-vortex/src/test/java/org/apache/reef/vortex/driver/TestUtil.java,24,3,13%
shindig,/common/src/test/java/org/apache/shindig/common/EasyMockTestCase.java,6,1,17%
shindig,/common/src/test/java/org/apache/shindig/common/cache/ehcache/EhCacheCacheProviderTest.java,8,0,0%
shindig,/common/src/test/java/org/apache/shindig/common/servlet/HttpServletUserAgentProviderTest.java,5,0,0%
shindig,/common/src/test/java/org/apache/shindig/common/servlet/HttpUtilTest.java,15,1,7%
shindig,/common/src/test/java/org/apache/shindig/common/uri/UriBuilderTest.java,14,1,7%
shindig,/common/src/test/java/org/apache/shindig/config/BasicContainerConfigTest.java,12,1,8%
shindig,/common/src/test/java/org/apache/shindig/protocol/JsonRpcServletTest.java,28,5,18%
shindig,/common/src/test/java/org/apache/shindig/protocol/DataServiceServletTest.java,18,6,33%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/DefaultGadgetSpecFactoryTest.java,20,1,5%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/GadgetTest.java,13,0,0%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/DefaultMessageBundleFactoryTest.java,23,1,4%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/HashLockedDomainServiceTest.java,19,0,0%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/admin/BasicGadgetAdminStoreTest.java,25,0,0%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/config/DefaultConfigProcessorTest.java,16,1,6%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/encoding/EncodingDetectorTest.java,7,1,14%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/features/FeatureResourceLoaderTest.java,27,1,4%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/http/MultipleResourceHttpFetcherTest.java,13,0,0%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/http/BasicHttpFetcherTest.java,14,2,14%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/http/AbstractHttpCacheTest.java,20,2,10%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/http/InvalidationHandlerTest.java,20,0,0%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/DeferJsProcessorTest.java,24,6,25%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/GetJsContentProcessorTest.java,22,7,32%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/CompilationProcessorTest.java,19,4,21%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/ConfigInjectionProcessorTest.java,26,4,15%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/ExportJsProcessorTest.java,23,6,26%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/AnonFuncWrappingProcessorTest.java,8,2,25%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/AddOnloadFunctionProcessorTest.java,7,3,43%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/DefaultJsServingPipelineTest.java,3,2,67%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/JsRequestBuilderTest.java,14,4,29%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/SeparatorCommentingProcessorTest.java,11,1,9%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/AddJslLoadedVariableProcessorTest.java,15,3,20%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/AddJslInfoVariableProcessorTest.java,17,3,18%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/DefaultJsProcessorRegistryTest.java,6,2,33%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/JsLoadProcessorTest.java,9,4,44%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/CajaJsSubtractingProcessorTest.java,17,3,18%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/js/IfModifiedSinceProcessorTest.java,8,2,25%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/oauth/OAuthResponseParamsTest.java,15,0,0%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/oauth/GadgetOAuthCallbackGeneratorTest.java,23,4,17%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/oauth2/OAuth2ArgumentsTest.java,11,2,18%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/oauth2/OAuth2FetcherConfigTest.java,4,2,50%
shindig,/gadgets/src/test/java/org/apache/shindig/gadgets/oauth2/BasicOAuth2StoreTest.java,13,0,0%
