project name, file path, num of dependency classes, num of mocked classes,
hop,/hop-databases-vertica/src/test/java/org/apache/hop/databases/vertica/VerticaDatabaseMetaTest.java,23,3,13%
hop,/hop-databases-vertica/src/test/java/org/apache/hop/databases/vertica/Vertica5DatabaseMetaTest.java,25,5,20%
hop,/hop-engine/src/test/java/org/apache/hop/base/AbstractMetaTest.java,25,7,28%
hop,/hop-engine/src/test/java/org/apache/hop/base/LoadSaveBase.java,21,2,10%
hop,/hop-engine/src/test/java/org/apache/hop/concurrency/WorkflowTrackerConcurrencyTest.java,20,2,10%
hop,/hop-engine/src/test/java/org/apache/hop/concurrency/WorkflowMapConcurrencyTest.java,17,2,12%
hop,/hop-engine/src/test/java/org/apache/hop/concurrency/BaseTransformConcurrencyTest.java,10,6,60%
hop,/hop-engine/src/test/java/org/apache/hop/core/attributes/AttributesUtilTest.java,13,0,0%
hop,/hop-engine/src/test/java/org/apache/hop/core/auth/core/AuthenticationManagerTest.java,12,2,17%
hop,/hop-engine/src/test/java/org/apache/hop/core/compress/CompressionInputStreamTest.java,11,0,0%
hop,/hop-engine/src/test/java/org/apache/hop/core/gui/WorkflowTrackerTest.java,11,4,36%
hop,/hop-engine/src/test/java/org/apache/hop/core/logging/LogChannelFileWriterTest.java,14,4,29%
hop,/hop-engine/src/test/java/org/apache/hop/core/row/ValueDataUtilTest.java,18,1,6%
hop,/hop-engine/src/test/java/org/apache/hop/core/util/ConfigurableStreamLoggerTest.java,8,1,13%
hop,/hop-engine/src/test/java/org/apache/hop/history/AuditManagerTest.java,15,1,7%
hop,/hop-engine/src/test/java/org/apache/hop/pipeline/PDI_11948_PipelineTest.java,3,1,33%
hop,/hop-engine/src/test/java/org/apache/hop/pipeline/PipelineTest.java,24,6,25%
hop,/hop-engine/src/test/java/org/apache/hop/pipeline/RowProducerTest.java,10,3,30%
hop,/hop-engine/src/test/java/org/apache/hop/pipeline/PipelineMetaTest.java,34,8,24%
hop,/hop-engine/src/test/java/org/apache/hop/pipeline/transform/TransformOptionTest.java,16,2,13%
hop,/hop-engine/src/test/java/org/apache/hop/pipeline/transform/BaseTransformTest.java,30,3,10%
hop,/hop-engine/src/test/java/org/apache/hop/pipeline/transform/BaseTransformMetaCloningTest.java,8,2,25%
hop,/hop-engine/src/test/java/org/apache/hop/pipeline/transform/TransformMetaTest.java,17,1,6%
hop,/hop-engine/src/test/java/org/apache/hop/pipeline/transforms/mock/TransformMockHelper.java,18,7,39%
hop,/hop-engine/src/test/java/org/apache/hop/server/HopServerTest.java,35,7,20%
hop,/hop-engine/src/test/java/org/apache/hop/workflow/WorkflowMetaTest.java,24,6,25%
hop,/hop-engine/src/test/java/org/apache/hop/workflow/WorkflowTest.java,14,8,57%
hop,/hop-engine/src/test/java/org/apache/hop/workflow/action/WorkflowActionMetaTest.java,6,1,17%
hop,/hop-engine/src/test/java/org/apache/hop/www/StartPipelineServletTest.java,22,6,27%
hop,/hop-engine/src/test/java/org/apache/hop/www/PausePipelineServletTest.java,22,6,27%
hop,/hop-engine/src/test/java/org/apache/hop/www/RemovePipelineServletTest.java,22,6,27%
hop,/hop-engine/src/test/java/org/apache/hop/www/StartWorkflowServletTest.java,23,6,26%
hop,/hop-engine/src/test/java/org/apache/hop/www/StopWorkflowServletTest.java,23,6,26%
hop,/hop-engine/src/test/java/org/apache/hop/www/GetStatusServletTest.java,18,7,39%
hop,/hop-engine/src/test/java/org/apache/hop/www/GetPipelineStatusServletTest.java,22,6,27%
hop,/hop-engine/src/test/java/org/apache/hop/www/WebServerTest.java,17,5,29%
hop,/hop-engine/src/test/java/org/apache/hop/www/GetWorkflowStatusServletTest.java,24,7,29%
hop,/hop-engine/src/test/java/org/apache/hop/www/StartExecutionPipelineServletTest.java,22,6,27%
hop,/hop-engine/src/test/java/org/apache/hop/www/PrepareExecutionPipelineServletTest.java,24,8,33%
hop,/hop-engine/src/test/java/org/apache/hop/www/SniffTransformServletTest.java,25,7,28%
hop,/hop-engine/src/test/java/org/apache/hop/www/BaseHopServerPluginTest.java,17,7,41%
hop,/hop-engine/src/test/java/org/apache/hop/www/HopServerTest.java,16,2,13%
hop,/hop-engine/src/test/java/org/apache/hop/www/RemoveWorkflowServletTest.java,23,6,26%
hop,/hop-engine/src/test/java/org/apache/hop/www/GetRootServletTest.java,6,2,33%
hop,/hop-plugins-misc-git/src/test/java/org/apache/hop/git/model/UIGitTest.java,27,1,4%
hop,/hop-plugins-tech-aws/src/test/java/org/apache/hop/vfs/s3/vfs/S3FileProviderTest.java,7,1,14%
hop,/hop-plugins-tech-aws/src/test/java/org/apache/hop/vfs/s3/vfs/S3NFileSystemTest.java,14,2,14%
hop,/hop-plugins-tech-aws/src/test/java/org/apache/hop/vfs/s3/vfs/S3FileNameParserTest.java,10,2,20%
hop,/hop-plugins-tech-aws/src/test/java/org/apache/hop/vfs/s3/vfs/S3FileSystemTest.java,15,4,27%
hop,/hop-plugins-tech-aws/src/test/java/org/apache/hop/vfs/s3/vfs/S3NFileObjectTest.java,18,9,50%
hop,/hop-plugins-tech-aws/src/test/java/org/apache/hop/vfs/s3/vfs/S3NFileNameParserTest.java,10,2,20%
hop,/hop-plugins-tech-aws/src/test/java/org/apache/hop/vfs/s3/vfs/S3NFileProviderTest.java,7,1,14%
hop,/hop-plugins-tech-aws/src/test/java/org/apache/hop/vfs/s3/vfs/S3FileObjectTest.java,24,13,54%
hop,/hop-plugins-tech-cassandra/src/test/java/org/apache/hop/database/cassandra/datastax/DriverCqlRowHandlerTest.java,22,8,36%
hop,/hop-plugins-tech-cassandra/src/test/java/org/apache/hop/database/cassandra/datastax/DriverConnectionTest.java,16,2,13%
hop,/hop-plugins-tech-cassandra/src/test/java/org/apache/hop/database/cassandra/util/CassandraUtilsTest.java,21,4,19%
hop,/hop-plugins-tech-cassandra/src/test/java/org/apache/hop/pipeline/transforms/cassandraoutput/CassandraOutputTest.java,7,4,57%
hop,/hop-plugins-tech-cassandra/src/test/java/org/apache/hop/pipeline/transforms/cassandrasstableoutput/SSTableOutputTest.java,10,0,0%
hop,/hop-plugins-tech-cassandra/src/test/java/org/apache/hop/pipeline/transforms/cassandrasstableoutput/writer/SSTableWriterBuilderTest.java,5,1,20%
hop,/hop-plugins-tech-cassandra/src/test/java/org/apache/hop/pipeline/transforms/cassandrasstableoutput/writer/Cql3SsTableWriterTest.java,18,2,11%
hop,/hop-plugins-tech-cassandra/src/test/java/org/apache/hop/pipeline/transforms/mock/TransformMockHelper.java,17,8,47%
hop,/hop-transform-abort/src/test/java/org/apache/hop/pipeline/transforms/abort/AbortMetaTest.java,12,1,8%
hop,/hop-transform-abort/src/test/java/org/apache/hop/pipeline/transforms/abort/AbortTest.java,9,0,0%
hop,/hop-transform-calculator/src/test/java/org/apache/hop/pipeline/transforms/calculator/CalculatorValueDataUtilTest.java,23,1,4%
hop,/hop-transform-calculator/src/test/java/org/apache/hop/pipeline/transforms/calculator/CalculatorUnitTest.java,28,0,0%
hop,/hop-transform-clonerow/src/test/java/org/apache/hop/pipeline/transforms/clonerow/CloneRowTest.java,13,1,8%
hop,/hop-transform-combinationlookup/src/test/java/org/apache/hop/pipeline/transforms/combinationlookup/CombinationLookupTest.java,14,8,57%
hop,/hop-transform-combinationlookup/src/test/java/org/apache/hop/pipeline/transforms/combinationlookup/CombinationLookupMetaTest.java,23,2,9%
hop,/hop-transform-constant/src/test/java/org/apache/hop/pipeline/transforms/constant/ConstantTest.java,13,1,8%
hop,/hop-transform-databasejoin/src/test/java/org/apache/hop/pipeline/transforms/databasejoin/DatabaseJoinTest.java,18,8,44%
hop,/hop-transform-databaselookup/src/test/java/org/apache/hop/pipeline/transforms/databaselookup/DatabaseLookupUTest.java,37,8,22%
hop,/hop-transform-databaselookup/src/test/java/org/apache/hop/pipeline/transforms/databaselookup/DatabaseLookupMetaTest.java,28,1,4%
hop,/hop-transform-denormaliser/src/test/java/org/apache/hop/pipeline/transforms/denormaliser/DenormaliserTest.java,17,0,0%
hop,/hop-transform-denormaliser/src/test/java/org/apache/hop/pipeline/transforms/denormaliser/DenormaliserAggregationsTest.java,17,0,0%
hop,/hop-transform-dimensionlookup/src/test/java/org/apache/hop/pipeline/transforms/dimensionlookup/DimensionLookupTest.java,14,11,79%
hop,/hop-transform-dimensionlookup/src/test/java/org/apache/hop/pipeline/transforms/dimensionlookup/DimensionLookupMetaTest.java,26,5,19%
hop,/hop-transform-excelinput/src/test/java/org/apache/hop/pipeline/transforms/excelinput/staxpoi/StaxPoiSheetTest.java,17,3,18%
hop,/hop-transform-excelwriter/src/test/java/org/apache/hop/pipeline/transforms/excelwriter/TransformMockUtil.java,12,0,0%
hop,/hop-transform-excelwriter/src/test/java/org/apache/hop/pipeline/transforms/excelwriter/ExcelWriterTransformTest.java,29,13,45%
hop,/hop-transform-excelwriter/src/test/java/org/apache/hop/pipeline/transforms/excelwriter/ExcelWriterTransform_StyleFormatTest.java,26,1,4%
hop,/hop-transform-excelwriter/src/test/java/org/apache/hop/pipeline/transforms/excelwriter/ExcelWriterTransform_FormulaRecalculationTest.java,9,2,22%
hop,/hop-transform-fieldsplitter/src/test/java/org/apache/hop/pipeline/transforms/fieldsplitter/TransformMockUtil.java,12,0,0%
hop,/hop-transform-fieldsplitter/src/test/java/org/apache/hop/pipeline/transforms/fieldsplitter/FieldSplitterTest.java,22,0,0%
hop,/hop-transform-fieldsplitter/src/test/java/org/apache/hop/pipeline/transforms/fieldsplitter/FieldSplitter_EmptyStringVsNull_Test.java,15,0,0%
hop,/hop-transform-fuzzymatch/src/test/java/org/apache/hop/pipeline/transforms/fuzzymatch/FuzzyMatchTest.java,24,4,17%
hop,/hop-transform-gettablenames/src/test/java/org/apache/hop/pipeline/transforms/gettablenames/GetTableNamesTest.java,11,3,27%
hop,/hop-transform-http/src/test/java/org/apache/hop/pipeline/transforms/http/HttpTest.java,21,9,43%
hop,/hop-transform-httppost/src/test/java/org/apache/hop/pipeline/transforms/httppost/HttpPostTest.java,9,1,11%
hop,/hop-transform-ifnull/src/test/java/org/apache/hop/pipeline/transforms/ifnull/IfNullTest.java,24,0,0%
hop,/hop-transform-insertupdate/src/test/java/org/apache/hop/pipeline/transforms/insertupdate/InsertUpdateTestLazyConversion.java,17,5,29%
hop,/hop-transform-insertupdate/src/test/java/org/apache/hop/pipeline/transforms/insertupdate/InsertUpdateMetaTest.java,26,3,12%
hop,/hop-transform-janino/src/test/java/org/apache/hop/pipeline/transforms/userdefinedjavaclass/FieldHelperTest.java,16,3,19%
hop,/hop-transform-janino/src/test/java/org/apache/hop/pipeline/transforms/userdefinedjavaclass/UserDefinedJavaClassMetaTest.java,7,2,29%
hop,/hop-transform-javascript/src/test/java/org/apache/hop/pipeline/transforms/javascript/ScriptValuesTest.java,14,0,0%
hop,/hop-transform-javascript/src/test/java/org/apache/hop/pipeline/transforms/javascript/ScriptValueAddFunctions_SetVariableScopeTest.java,11,0,0%
hop,/hop-transform-javascript/src/test/java/org/apache/hop/pipeline/transforms/javascript/TransformMockUtil.java,12,0,0%
hop,/hop-transform-javascript/src/test/java/org/apache/hop/pipeline/transforms/javascript/ScriptValuesMetaTest.java,14,0,0%
hop,/hop-transform-joinrows/src/test/java/org/apache/hop/pipeline/transforms/joinrows/JoinRowsMetaTest.java,19,1,5%
hop,/hop-transform-joinrows/src/test/java/org/apache/hop/pipeline/transforms/joinrows/JoinRowsTest.java,24,3,13%
hop,/hop-transform-ldap/src/test/java/org/apache/hop/pipeline/transforms/ldapinput/LdapConnectionTest.java,14,2,14%
hop,/hop-transform-ldap/src/test/java/org/apache/hop/pipeline/transforms/ldapinput/LdapMockProtocol.java,6,1,17%
hop,/hop-transform-ldap/src/test/java/org/apache/hop/pipeline/transforms/ldapinput/LdapInputTest.java,9,1,11%
hop,/hop-transform-ldap/src/test/java/org/apache/hop/pipeline/transforms/ldapinput/LdapProtocolFactoryTest.java,6,3,50%
hop,/hop-transform-loadfileinput/src/test/java/org/apache/hop/pipeline/transforms/loadfileinput/LoadFileInputTest.java,33,2,6%
hop,/hop-transform-loadfileinput/src/test/java/org/apache/hop/pipeline/transforms/loadfileinput/PDI_6976_Test.java,14,7,50%
hop,/hop-transform-mailinput/src/test/java/org/apache/hop/pipeline/transforms/mailinput/ParseMailInputTest.java,25,5,20%
hop,/hop-transform-mailinput/src/test/java/org/apache/hop/pipeline/transforms/mailinput/BatchFolderIteratorName.java,10,1,10%
hop,/hop-transform-mailinput/src/test/java/org/apache/hop/pipeline/transforms/mailinput/MailInputTest.java,7,1,14%
hop,/hop-transform-mapping/src/test/java/org/apache/hop/pipeline/transforms/mapping/SimpleMappingTest.java,19,8,42%
hop,/hop-transform-memgroupby/src/test/java/org/apache/hop/pipeline/transforms/memgroupby/MemoryGroupByAggregationNullsTest.java,19,1,5%
hop,/hop-transform-memgroupby/src/test/java/org/apache/hop/pipeline/transforms/memgroupby/MemoryGroupByAggregationTest.java,30,2,7%
hop,/hop-transform-memgroupby/src/test/java/org/apache/hop/pipeline/transforms/memgroupby/MemoryGroupByNewAggregateTest.java,15,1,7%
hop,/hop-transform-memgroupby/src/test/java/org/apache/hop/pipeline/transforms/memgroupby/MemoryGroupByDataTest.java,12,2,17%
hop,/hop-transform-memgroupby/src/test/java/org/apache/hop/pipeline/transforms/memgroupby/MemoryGroupByMetaGetFieldsTest.java,21,1,5%
hop,/hop-transform-mergerows/src/test/java/org/apache/hop/pipeline/transforms/mergerows/MergeRowsMetaCheckTest.java,19,2,11%
hop,/hop-transform-metainject/src/test/java/org/apache/hop/pipeline/transforms/metainject/TransformMockUtil.java,9,0,0%
hop,/hop-transform-metainject/src/test/java/org/apache/hop/pipeline/transforms/metainject/MetaInjectMetaTest.java,20,5,25%
hop,/hop-transform-metainject/src/test/java/org/apache/hop/pipeline/transforms/metainject/MetaInjectTest.java,21,4,19%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/MongoPropertiesTest.java,6,1,17%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/MongoPropToOptionTest.java,11,1,9%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/AuthContextTest.java,8,3,38%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/wrapper/MongoClientWrapperFactoryTest.java,9,2,22%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/wrapper/HopMongoUtilLoggerTest.java,7,2,29%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/wrapper/KerberosMongoClientWrapperTest.java,13,4,31%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/wrapper/KerberosInvocationHandlerTest.java,9,2,22%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/wrapper/MongoFieldTest.java,20,1,5%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/wrapper/UsernamePasswordMongoClientWrapperTest.java,10,1,10%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/wrapper/NoAuthMongoClientWrapperTest.java,20,12,60%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/wrapper/collection/DefaultMongoCollectionWrapperTest.java,14,4,29%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/mongo/wrapper/field/MongodbInputDiscoverFieldsImplTest.java,30,11,37%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/pipeline/transforms/mongodbinput/MongoDbInputDataTest.java,20,4,20%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/pipeline/transforms/mongodbinput/BaseMongoDbTransformTest.java,25,11,44%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/pipeline/transforms/mongodboutput/MongoDbOutputMetaInjectionTest.java,10,2,20%
hop,/hop-transform-mongodb/src/test/java/org/apache/hop/pipeline/transforms/mongodboutput/MongoDbOutputDataTest.java,31,6,19%
hop,/hop-transform-nullif/src/test/java/org/apache/hop/pipeline/transforms/nullif/NullIfTest.java,28,0,0%
hop,/hop-transform-pgbulkloader/src/test/java/org/apache/hop/pipeline/transforms/pgbulkloader/PGBulkLoaderTest.java,17,3,18%
hop,/hop-transform-propertyinput/src/test/java/org/apache/hop/pipeline/transforms/propertyinput/PropertyInputMetaTest.java,24,6,25%
hop,/hop-transform-regexeval/src/test/java/org/apache/hop/pipeline/transforms/regexeval/RegexEvalUnitTest.java,13,1,8%
hop,/hop-transform-regexeval/src/test/java/org/apache/hop/pipeline/transforms/regexeval/TransformMockUtil.java,12,0,0%
hop,/hop-transform-regexeval/src/test/java/org/apache/hop/pipeline/transforms/regexeval/RegexEvalMetaTest.java,23,3,13%
hop,/hop-transform-regexeval/src/test/java/org/apache/hop/pipeline/transforms/regexeval/RegexEval_EmptyStringVsNull_Test.java,16,0,0%
hop,/hop-transform-replacestring/src/test/java/org/apache/hop/pipeline/transforms/replacestring/ReplaceStringMetaTest.java,20,5,25%
hop,/hop-transform-replacestring/src/test/java/org/apache/hop/pipeline/transforms/replacestring/ReplaceStringTest.java,16,0,0%
hop,/hop-transform-rest/src/test/java/org/apache/hop/pipeline/transforms/rest/RestTest.java,21,8,38%
hop,/hop-transform-rowgenerator/src/test/java/org/apache/hop/pipeline/transforms/rowgenerator/RowGeneratorUnitTest.java,18,0,0%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforce/SalesforceTransformTest.java,21,2,10%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforce/SalesforceConnectionTest.java,28,2,7%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforce/SalesforceRecordValueTest.java,5,1,20%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforce/SalesforceMetaTest.java,19,1,5%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforceinput/SalesforceInputTest.java,11,2,18%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforceinsert/SalesForceDateFieldTest.java,25,0,0%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforceinsert/SalesforceInsertTest.java,23,0,0%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforceupdate/SalesforceUpdateTest.java,22,0,0%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforceupsert/SalesforceUpsertTest.java,24,0,0%
hop,/hop-transform-salesforce/src/test/java/org/apache/hop/pipeline/transforms/salesforceutils/SalesforceUtilsTest.java,8,1,13%
hop,/hop-transform-selectvalues/src/test/java/org/apache/hop/pipeline/transforms/selectvalues/SelectValuesTest.java,27,0,0%
hop,/hop-transform-selectvalues/src/test/java/org/apache/hop/pipeline/transforms/selectvalues/SelectValues_LocaleHandling_Test.java,15,0,0%
hop,/hop-transform-selectvalues/src/test/java/org/apache/hop/pipeline/transforms/selectvalues/TransformMockUtil.java,12,0,0%
hop,/hop-transform-setvalueconstant/src/test/java/org/apache/hop/pipeline/transforms/setvalueconstant/SetValueConstantTest.java,14,0,0%
hop,/hop-transform-sort/src/test/java/org/apache/hop/pipeline/transforms/sort/SortRowsMetaTest.java,11,0,0%
hop,/hop-transform-splitfieldtorows/src/test/java/org/apache/hop/pipeline/transforms/splitfieldtorows/SplitFieldToRowsTest.java,8,0,0%
hop,/hop-transform-streamlookup/src/test/java/org/apache/hop/pipeline/transforms/streamlookup/StreamLookupTest.java,25,1,4%
hop,/hop-transform-streamlookup/src/test/java/org/apache/hop/pipeline/transforms/streamlookup/StreamLookupMetaTest.java,18,1,6%
hop,/hop-transform-stringoperations/src/test/java/org/apache/hop/pipeline/transforms/stringoperations/StringOperationsMetaTest.java,19,1,5%
hop,/hop-transform-stringoperations/src/test/java/org/apache/hop/pipeline/transforms/stringoperations/StringOperationsTest.java,16,2,13%
hop,/hop-transform-switchcase/src/test/java/org/apache/hop/pipeline/transforms/switchcase/SwitchCaseTest.java,28,2,7%
hop,/hop-transform-synchronizeaftermerge/src/test/java/org/apache/hop/pipeline/transforms/synchronizeaftermerge/SynchronizeAfterMergeTest.java,9,7,78%
hop,/hop-transform-systemdata/src/test/java/org/apache/hop/pipeline/transforms/systemdata/SystemDataTest.java,17,1,6%
hop,/hop-transform-tableoutput/src/test/java/org/apache/hop/pipeline/transforms/tableoutput/TableOutputMetaTest.java,21,5,24%
hop,/hop-transform-tableoutput/src/test/java/org/apache/hop/pipeline/transforms/tableoutput/TableOutputTest.java,18,11,61%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/csvinput/CsvInputDoubleLineEndTest.java,15,0,0%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/csvinput/TransformMockUtil.java,12,0,0%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/csvinput/CsvInputTest.java,12,2,17%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/csvinput/CsvInputUnicodeTest.java,12,0,0%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/fileinput/text/TextFileInputMetaTest.java,13,4,31%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/fileinput/text/PDI_2875_Test.java,11,0,0%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/fileinput/text/TextFileInputTest.java,37,8,22%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/fileinput/text/TextFileInputUtilsTest.java,6,3,50%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/fileinput/text/TransformMockUtil.java,12,0,0%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/fileinput/text/PDI_11948_TransformsTestsParent.java,4,1,25%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/textfileinput/TransformMockUtil.java,16,3,19%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/textfileinput/PDI_2875_Test.java,13,0,0%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/textfileinput/TextFileInputTest.java,27,6,22%
hop,/hop-transform-textfile/src/test/java/org/apache/hop/pipeline/transforms/textfileoutput/TextFileOutputTest.java,36,6,17%
hop,/hop-transform-update/src/test/java/org/apache/hop/pipeline/transforms/update/PDI_11152_Test.java,17,2,12%
hop,/hop-transform-update/src/test/java/org/apache/hop/pipeline/transforms/update/UpdateMetaTest.java,27,0,0%
hop,/hop-transform-webservices/src/test/java/org/apache/hop/pipeline/transforms/webservices/WebServiceTest.java,12,1,8%
hop,/hop-transform-webservices/src/test/java/org/apache/hop/pipeline/transforms/webservices/WebServiceMetaTest.java,25,5,20%
hop,/hop-transform-xml/src/test/java/org/apache/hop/pipeline/transforms/xml/addxml/AddXmlTest.java,14,2,14%
hop,/hop-transform-xml/src/test/java/org/apache/hop/pipeline/transforms/xml/xmlinputstream/XmlInputStreamTest.java,24,0,0%
hop,/hop-transform-xml/src/test/java/org/apache/hop/pipeline/transforms/xml/xmljoin/XmlJoinOmitNullValuesTest.java,18,4,22%
hop,/hop-transform-xml/src/test/java/org/apache/hop/pipeline/transforms/xml/xmljoin/XmlJoinMetaGetFieldsTest.java,11,1,9%
hop,/hop-transform-xml/src/test/java/org/apache/hop/pipeline/transforms/xml/xmloutput/XmlOutputMetaTest.java,26,8,31%
hop,/hop-transform-xml/src/test/java/org/apache/hop/pipeline/transforms/xml/xmloutput/XmlOutputTest.java,20,3,15%
hop,/hop-transform-zipfile/src/test/java/org/apache/hop/pipeline/transforms/zipfile/ZipFileMetaTest.java,19,6,32%
hop,/hop-transforms-json/src/test/java/org/apache/hop/pipeline/transforms/jsoninput/JsonInputMetaTest.java,21,6,29%
hop,/hop-transforms-json/src/test/java/org/apache/hop/pipeline/transforms/jsoninput/JsonInputTest.java,43,0,0%
hop,/hop-transforms-json/src/test/java/org/apache/hop/pipeline/transforms/jsoninput/reader/FastJsonReaderTest.java,12,1,8%
hop,/hop-transforms-json/src/test/java/org/apache/hop/pipeline/transforms/jsonoutput/JsonOutputTest.java,36,1,3%
hop,/hop-transforms-kafka/src/test/java/org/apache/hop/pipeline/transforms/kafka/consumer/KafkaConsumerFieldTest.java,8,1,13%
hop,/hop-ui/src/test/java/org/apache/hop/ui/core/dialog/EditRowsDialog_EmptyStringVsNull_Test.java,16,2,13%
hop,/hop-ui/src/test/java/org/apache/hop/ui/core/dialog/PreviewRowsDialogTest.java,14,5,36%
hop,/hop-ui/src/test/java/org/apache/hop/ui/pipeline/transform/common/CsvInputAwareImportProgressDialogTest.java,6,1,17%
hop,/hop-ui/src/test/java/org/apache/hop/ui/util/EnvironmentUtilsTest.java,13,2,15%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/entity/TestGZip.java,15,2,13%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/entity/TestEntityBuilder.java,8,1,13%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/TestIdleConnectionEvictor.java,7,1,14%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/auth/TestHttpAuthenticator.java,32,3,9%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/auth/TestSystemDefaultCredentialsProvider.java,14,1,7%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestAbstractHttpClientResponseHandler.java,10,3,30%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestInternalHttpClient.java,26,11,42%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestProtocolExec.java,36,5,14%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestContentCompressionExec.java,23,3,13%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestResponseEntityWrapper.java,11,4,36%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestResponseEntityProxy.java,18,3,17%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestCloseableHttpClient.java,14,5,36%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestBasicResponseHandler.java,8,3,38%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestMainClientExec.java,27,5,19%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestHttpRequestRetryExec.java,25,4,16%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestInternalExecRuntime.java,23,6,26%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestConnectExec.java,37,5,14%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/classic/TestRedirectExec.java,40,3,8%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/cookie/TestRFC6265CookieSpec.java,13,1,8%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/io/TestHttpClientConnectionOperator.java,26,7,27%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/io/TestBasicHttpClientConnectionManager.java,28,9,32%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/io/TestPoolingHttpClientConnectionManager.java,30,9,30%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/routing/TestDefaultProxyRoutePlanner.java,11,1,9%
httpcomponents-client,/httpclient5/src/test/java/org/apache/hc/client5/http/impl/routing/TestDefaultRoutePlanner.java,12,1,8%
