class name, frequency
org.apache.vysper.console.ExtendedXMPPConnection,1,
javax.servlet.http.HttpServletRequest,8,
org.jivesoftware.smack.XMPPException,2,
org.apache.mina.core.session.IoSession,11,
org.apache.mina.filter.codec.ProtocolEncoderOutput,1,
org.apache.vysper.xmpp.delivery.StanzaRelay,11,
org.apache.vysper.xmpp.server.InternalSessionContext,5,
org.apache.vysper.xmpp.server.ServerRuntimeContext,29,
org.apache.vysper.xmpp.server.ServerFeatures,2,
org.apache.vysper.xmpp.protocol.StanzaBroker,12,
org.apache.vysper.xmpp.server.s2s.XMPPServerConnectorRegistry,2,
org.apache.vysper.xmpp.server.InternalServerRuntimeContext,2,
org.apache.vysper.xmpp.server.s2s.XMPPServerConnector,6,
org.apache.vysper.xmpp.modules.servicediscovery.collection.ServiceDiscoveryRequestListenerRegistry,1,
org.apache.vysper.xmpp.modules.servicediscovery.management.InfoRequestListener,2,
org.apache.vysper.xmpp.modules.servicediscovery.management.ServerInfoRequestListener,2,
org.apache.vysper.xmpp.modules.servicediscovery.management.ComponentInfoRequestListener,2,
org.apache.vysper.xmpp.modules.servicediscovery.management.ItemRequestListener,2,
org.apache.vysper.xmpp.server.SessionContext,18,
org.apache.vysper.xmpp.modules.extension.xep0049_privatedata.PrivateDataPersistenceManager,1,
org.apache.vysper.xmpp.modules.extension.xep0054_vcardtemp.VcardTempPersistenceManager,1,
org.apache.vysper.xmpp.authentication.AccountManagement,1,
org.apache.vysper.xmpp.protocol.SessionStateHolder,3,
org.apache.vysper.xmpp.writer.StanzaWriter,3,
org.apache.vysper.xmpp.modules.extension.xep0199_xmppping.XmppPingIQHandler,1,
org.apache.vysper.xmpp.modules.extension.xep0199_xmppping.XmppPingListener,1,
org.apache.vysper.xmpp.modules.extension.xep0199_xmppping.XmppPinger,3,
org.apache.vysper.xmpp.modules.servicediscovery.collection.ServiceCollector,1,
org.apache.vysper.xmpp.protocol.StanzaHandler,2,
org.apache.vysper.xmpp.stanza.Stanza,1,
org.apache.vysper.xmpp.addressing.Entity,1,
javax.net.ssl.SSLContext,3,
org.apache.vysper.xmpp.protocol.StanzaProcessor,6,
javax.servlet.ServletContext,4,
javax.servlet.ServletConfig,4,
org.eclipse.jetty.websocket.WebSocket.Connection,1,
org.apache.catalina.websocket.WsOutbound,1,
org.apache.vysper.xmpp.extension.xep0065_socks.Socks5ConnectionsRegistry,4,
org.apache.vysper.xmpp.extension.xep0124.BoshHandler,2,
javax.servlet.AsyncContext,6,
javax.servlet.AsyncEvent,1,
org.apache.vysper.xmpp.extension.xep0124.BoshStanzaUtils,1,
org.apache.vysper.xmpp.state.resourcebinding.ResourceRegistry,1,
org.apache.vysper.xmpp.modules.extension.xep0313_mam.spi.ArchivedMessage,5,
org.apache.vysper.xmpp.stanza.MessageStanza,2,
org.apache.vysper.xmpp.protocol.StanzaHandlerInterceptorChain,1,
org.apache.vysper.xmpp.modules.extension.xep0313_mam.query.QueryHandler,1,
org.apache.vysper.xmpp.modules.extension.xep0313_mam.muc.MUCArchiveQueryHandler,1,
org.apache.vysper.xmpp.modules.extension.xep0313_mam.user.UserArchiveQueryHandler,1,
org.apache.vysper.xmpp.modules.extension.xep0313_mam.spi.MessageArchive,1,
org.apache.vysper.xmpp.modules.extension.xep0313_mam.query.Query,1,
org.apache.vysper.xmpp.modules.extension.xep0313_mam.query.X,1,
org.apache.vysper.xmpp.modules.extension.xep0313_mam.query.QuerySet,1,
org.apache.vysper.xmpp.modules.extension.xep0313_mam.spi.ArchivedMessages,2,
org.superbiz.composed.rest.Messager,1,
com.google.common.base.Function,4,
