method, origin, count
mock,org.mockito.Mockito,69
verify,org.mockito.Mockito,12
times,org.mockito.Mockito,12
timeout,org.mockito.Mockito,9
any,org.mockito.Matchers,9

MockedObjects: ,69

# of Mocked objects each file:,1|1|6|2|5|4|1|3|1|1|6|2|5|4|1|3|1|1|6|2|5|4|1|3|
