method, origin, count
mock,org.mockito.Mockito,8
thenReturn,org.mockito.stubbing.OngoingStubbing<java.lang.Integer>,8
when,org.mockito.Mockito,8

MockedObjects: ,8

# of Mocked objects each file:,2|2|2|2|
