class name, frequency
javax.servlet.ServletContext,1,
javax.servlet.http.HttpSession,1,
javax.servlet.http.HttpServletRequest,1,
org.apache.commons.chain2.Catalog<java.lang.String,java.lang.Object,org.apache.commons.chain2.cookbook.mailreader.MailReader>,1,
org.apache.commons.chain2.Command<java.lang.String,java.lang.Object,org.apache.commons.chain2.cookbook.mailreader.MailReader>,1,
java.lang.Object,2,
org.w3c.dom.Node,11,
java.util.Dictionary,1,
org.apache.commons.collections4.Predicate<T>,1,
org.apache.commons.compress.compressors.deflate64.HuffmanDecoder,1,
org.apache.commons.configuration2.Configuration,6,
org.apache.commons.configuration2.tree.TrackedNodeModel,1,
javax.sql.DataSource,4,
java.sql.ResultSet,17,
java.sql.Clob,2,
org.apache.commons.configuration2.interpol.Lookup,27,
org.apache.commons.configuration2.interpol.ConfigurationInterpolator,13,
javax.xml.parsers.DocumentBuilderFactory,1,
javax.xml.transform.TransformerFactory,1,
javax.xml.transform.Transformer,1,
javax.xml.transform.Source,1,
javax.xml.transform.Result,1,
org.apache.commons.configuration2.ConfigurationDecoder,6,
org.apache.commons.configuration2.event.EventListener<org.apache.commons.configuration2.event.ConfigurationEvent>,3,
org.apache.commons.configuration2.beanutils.BeanFactory,1,
org.apache.commons.configuration2.beanutils.BeanDeclaration,4,
org.apache.commons.configuration2.convert.ConversionHandler,2,
org.xml.sax.EntityResolver,3,
javax.xml.parsers.DocumentBuilder,3,
org.apache.commons.configuration2.convert.ListDelimiterHandler,8,
org.apache.commons.configuration2.tree.ExpressionEngine,9,
org.apache.commons.configuration2.reloading.ReloadingDetector,8,
org.apache.commons.configuration2.reloading.ReloadingController,4,
javax.naming.Context,2,
org.apache.commons.configuration2.builder.ConfigurationBuilder<org.apache.commons.configuration2.BaseHierarchicalConfiguration>,1,
org.apache.commons.configuration2.io.FileBased,3,
org.apache.commons.configuration2.builder.ReloadingDetectorFactory,5,
org.apache.commons.configuration2.io.FileSystem,21,
org.apache.commons.configuration2.io.FileLocationStrategy,12,
org.apache.commons.configuration2.builder.FileBasedConfigurationBuilder<>,1,
org.apache.commons.configuration2.io.FileHandler,3,
org.apache.commons.configuration2.io.ConfigurationLogger,2,
org.apache.commons.configuration2.builder.BuilderParameters,6,
org.apache.commons.configuration2.sync.Synchronizer,1,
org.apache.commons.configuration2.PropertiesConfiguration.IOFactory,4,
org.apache.commons.configuration2.ConfigurationConsumer<org.apache.commons.configuration2.ex.ConfigurationException>,3,
org.apache.commons.configuration2.builder.combined.ConfigurationDeclaration,1,
org.apache.commons.configuration2.event.EventListener<org.apache.commons.configuration2.event.Event>,3,
org.apache.commons.configuration2.builder.DefaultParametersHandler<org.apache.commons.configuration2.builder.BuilderParameters>,1,
org.apache.commons.configuration2.builder.DefaultParametersManager,7,
org.apache.commons.configuration2.builder.combined.ConfigurationBuilderProvider,9,
org.apache.commons.configuration2.builder.DefaultParametersHandler<org.apache.commons.configuration2.builder.fluent.XMLBuilderParameters>,1,
org.apache.commons.configuration2.convert.ValueTransformer,3,
T,1,
org.apache.commons.configuration2.io.TestFileHandler.FileBasedInputStreamSupportTestImpl,1,
org.apache.commons.logging.Log,8,
org.apache.commons.vfs2.FileObject,1,
org.apache.commons.vfs2.FileName,1,
org.apache.commons.configuration2.event.EventListener<org.apache.commons.configuration2.reloading.ReloadingEvent>,1,
java.io.File,5,
java.util.concurrent.ScheduledFuture<java.lang.Void>,1,
java.util.concurrent.ScheduledExecutorService,1,
java.util.concurrent.locks.ReadWriteLock,1,
java.util.concurrent.locks.Lock,1,
org.apache.commons.configuration2.tree.NodeKeyResolver<org.apache.commons.configuration2.tree.ImmutableNode>,3,
org.apache.commons.configuration2.tree.NodeHandler<org.apache.commons.configuration2.tree.ImmutableNode>,3,
org.apache.commons.configuration2.tree.InMemoryNodeModel,1,
org.apache.commons.configuration2.tree.InMemoryNodeModelSupport,1,
java.lang.Iterable<>,1,
org.apache.commons.configuration2.tree.ConfigurationNodeVisitor<org.apache.commons.configuration2.tree.ImmutableNode>,1,
org.apache.commons.configuration2.tree.xpath.XPathContextFactory,2,
org.apache.commons.jxpath.JXPathContext,1,
java.io.Writer,5,
java.sql.Statement,10,
java.sql.PreparedStatement,3,
java.sql.DatabaseMetaData,1,
java.sql.CallableStatement,3,
java.sql.Connection,18,
java.sql.ParameterMetaData,2,
java.sql.ResultSetMetaData,4,
java.sql.Driver,1,
org.apache.commons.dbutils.QueryRunner,1,
org.apache.commons.dbutils.RowProcessor,2,
java.sql.SQLXML,1,
java.net.URL,1,
org.apache.hc.core5.http.HttpEntity,8,
java.io.OutputStream,3,
java.io.InputStream,6,
org.apache.hc.core5.pool.ConnPoolControl,2,
org.apache.hc.client5.http.impl.auth.TestHttpAuthenticator.CacheableAuthState,1,
org.apache.hc.client5.http.auth.CredentialsProvider,22,
org.apache.hc.client5.http.auth.AuthScheme,2,
org.apache.hc.client5.http.impl.auth.TestSystemDefaultCredentialsProvider.AuthenticatorDelegate,1,
org.apache.hc.core5.http.ClassicHttpResponse,16,
org.apache.hc.client5.http.io.HttpClientConnectionManager,3,
org.apache.hc.core5.http.impl.io.HttpRequestExecutor,2,
org.apache.hc.client5.http.classic.ExecChainHandler,1,
org.apache.hc.client5.http.routing.HttpRoutePlanner,2,
org.apache.hc.core5.http.config.Lookup<org.apache.hc.client5.http.cookie.CookieSpecFactory>,1,
org.apache.hc.core5.http.config.Lookup<org.apache.hc.client5.http.auth.AuthSchemeFactory>,1,
org.apache.hc.client5.http.cookie.CookieStore,2,
org.apache.hc.client5.http.config.RequestConfig,1,
java.io.Closeable,2,
org.apache.hc.core5.http.config.Lookup,3,
org.apache.hc.core5.http.protocol.HttpProcessor,2,
org.apache.hc.client5.http.AuthenticationStrategy,3,
org.apache.hc.client5.http.classic.ExecChain,12,
org.apache.hc.client5.http.classic.ExecRuntime,15,
org.apache.hc.core5.http.ClassicHttpRequest,1,
org.apache.hc.client5.http.impl.classic.TestCloseableHttpClient.NoopCloseableHttpClient,1,
org.apache.hc.core5.http.io.HttpClientResponseHandler,3,
org.apache.hc.core5.http.ConnectionReuseStrategy,2,
org.apache.hc.client5.http.ConnectionKeepAliveStrategy,1,
org.apache.hc.client5.http.UserTokenHandler,1,
org.apache.hc.client5.http.HttpRequestRetryStrategy,1,
org.slf4j.Logger,1,
org.apache.hc.client5.http.io.LeaseRequest,1,
org.apache.hc.core5.concurrent.CancellableDependency,1,
org.apache.hc.client5.http.io.ConnectionEndpoint,2,
org.apache.hc.client5.http.cookie.CommonCookieAttributeHandler,17,
org.apache.hc.client5.http.io.ManagedHttpClientConnection,3,
java.net.Socket,4,
org.apache.hc.client5.http.socket.ConnectionSocketFactory,5,
org.apache.hc.client5.http.socket.LayeredConnectionSocketFactory,3,
org.apache.hc.client5.http.SchemePortResolver,6,
org.apache.hc.client5.http.DnsResolver,3,
org.apache.hc.core5.http.io.HttpConnectionFactory<org.apache.hc.client5.http.io.ManagedHttpClientConnection>,1,
org.apache.hc.core5.http.config.Lookup<org.apache.hc.client5.http.socket.ConnectionSocketFactory>,2,
java.util.concurrent.Future<org.apache.hc.core5.pool.PoolEntry<org.apache.hc.client5.http.HttpRoute,org.apache.hc.client5.http.io.ManagedHttpClientConnection>>,1,
org.apache.hc.core5.pool.StrictConnPool<org.apache.hc.client5.http.HttpRoute,org.apache.hc.client5.http.io.ManagedHttpClientConnection>,1,
java.net.ProxySelector,1,
org.apache.hc.client5.http.cache.Resource,1,
org.apache.hc.client5.http.impl.cache.HttpCache,4,
org.apache.hc.client5.http.schedule.SchedulingStrategy,1,
org.apache.hc.client5.http.impl.cache.CacheRevalidatorBase.ScheduledExecutor,1,
java.lang.Runnable,1,
org.apache.hc.core5.concurrent.Cancellable,2,
org.apache.hc.core5.concurrent.FutureCallback<java.lang.Boolean>,2,
org.apache.hc.core5.concurrent.FutureCallback<org.apache.hc.client5.http.cache.HttpCacheEntry>,1,
org.apache.hc.core5.concurrent.FutureCallback<java.util.Map<java.lang.String,org.apache.hc.client5.http.cache.HttpCacheEntry>>,1,
org.apache.hc.client5.http.impl.cache.AbstractBinaryAsyncCacheStorage,1,
org.apache.hc.client5.http.cache.HttpCacheStorage,2,
org.apache.hc.client5.http.impl.cache.AbstractBinaryCacheStorage,1,
org.apache.hc.core5.http.impl.io.AbstractMessageParser,1,
org.apache.hc.core5.http.impl.io.AbstractMessageWriter,1,
org.apache.hc.client5.http.cache.HttpCacheEntry,3,
org.apache.hc.core5.http.HttpRequest,1,
org.apache.hc.core5.function.Resolver<java.net.URI,java.lang.String>,2,
org.apache.hc.client5.http.cache.HttpAsyncCacheStorage,1,
org.apache.hc.client5.http.impl.cache.CacheValidityPolicy,1,
org.ietf.jgss.GSSManager,1,
org.ietf.jgss.GSSName,1,
org.ietf.jgss.GSSContext,1,
