Project Name,File Path,Mocking Framework,Imported Mock Line
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\engine\MyRoleMessageExchangeImplTest.java,jmock,org.jmock.Expectations
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\engine\MyRoleMessageExchangeImplTest.java,jmock,org.jmock.Mockery
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\engine\cron\CronSchedulerTest.java,jmock,org.jmock.Mockery
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\runtime\ActivityRecoveryTest.java,jmock,org.jmock.Expectations
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\runtime\ActivityRecoveryTest.java,jmock,org.jmock.Mockery
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\runtime\ActivityRecoveryTest.java,jmock,org.jmock.Sequence
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\runtime\ActivityRecoveryTest.java,jmock,org.jmock.api.Action
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\runtime\ActivityRecoveryTest.java,jmock,org.jmock.lib.action.ActionSequence
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\runtime\ActivityRecoveryTest.java,jmock,org.jmock.lib.action.CustomAction
ode,ode\bpel-runtime\src\test\java\org\apache\ode\bpel\runtime\ActivityRecoveryTest.java,jmock,org.jmock.lib.action.ReturnValueAction
ofbiz-framework,ofbiz-framework\framework\base\src\test\java\org\apache\ofbiz\base\util\UtilHttpTest.java,mockito,static org.mockito.Mockito.when
ofbiz-framework,ofbiz-framework\framework\base\src\test\java\org\apache\ofbiz\base\util\UtilHttpTest.java,mockito,org.mockito.Mockito
ofbiz-framework,ofbiz-framework\framework\entity\src\test\java\org\apache\ofbiz\entity\util\EntitySaxReaderTests.java,mockito,static org.mockito.Mockito.mock
ofbiz-framework,ofbiz-framework\framework\entity\src\test\java\org\apache\ofbiz\entity\util\EntitySaxReaderTests.java,mockito,static org.mockito.Mockito.verify
ofbiz-framework,ofbiz-framework\framework\entity\src\test\java\org\apache\ofbiz\entity\util\EntitySaxReaderTests.java,mockito,static org.mockito.Mockito.verifyNoMoreInteractions
ofbiz-framework,ofbiz-framework\framework\entity\src\test\java\org\apache\ofbiz\entity\util\EntitySaxReaderTests.java,mockito,static org.mockito.Mockito.when
ofbiz-framework,ofbiz-framework\framework\security\src\test\java\org\apache\ofbiz\security\CsrfUtilTests.java,mockito,static org.mockito.Mockito.mock
ofbiz-framework,ofbiz-framework\framework\security\src\test\java\org\apache\ofbiz\security\CsrfUtilTests.java,mockito,static org.mockito.Mockito.when
ofbiz-framework,ofbiz-framework\framework\testtools\src\main\java\org\apache\ofbiz\testtools\SimpleMethodTest.java,springframework,org.springframework.mock.web.MockHttpServletRequest
ofbiz-framework,ofbiz-framework\framework\testtools\src\main\java\org\apache\ofbiz\testtools\SimpleMethodTest.java,springframework,org.springframework.mock.web.MockHttpServletResponse
