Project Name,File Path,Mocking Framework,Imported Mock Line
commons-chain,commons-chain\apps\cookbook-examples\src\test\java\org\apache\commons\chain2\cookbook\mailreader\CatalogTest.java,mockito,org.mockito.Mock
commons-chain,commons-chain\apps\cookbook-examples\src\test\java\org\apache\commons\chain2\cookbook\mailreader\CatalogTest.java,mockito,org.mockito.MockitoAnnotations
commons-chain,commons-chain\apps\cookbook-examples\src\test\java\org\apache\commons\chain2\cookbook\mailreader\CatalogTest.java,mockito,static org.mockito.Matchers.anyString
commons-chain,commons-chain\apps\cookbook-examples\src\test\java\org\apache\commons\chain2\cookbook\mailreader\CatalogTest.java,mockito,static org.mockito.Mockito.verify
commons-chain,commons-chain\apps\cookbook-examples\src\test\java\org\apache\commons\chain2\cookbook\mailreader\CatalogTest.java,mockito,static org.mockito.Mockito.when
commons-collections,commons-collections\src\test\java\org\apache\commons\collections4\IteratorUtilsTest.java,easymock,static org.easymock.EasyMock.createMock
commons-collections,commons-collections\src\test\java\org\apache\commons\collections4\IteratorUtilsTest.java,easymock,static org.easymock.EasyMock.expect
commons-collections,commons-collections\src\test\java\org\apache\commons\collections4\IteratorUtilsTest.java,easymock,static org.easymock.EasyMock.replay
commons-collections,commons-collections\src\test\java\org\apache\commons\collections4\MockTestCase.java,easymock,org.easymock.EasyMock
commons-collections,commons-collections\src\test\java\org\apache\commons\collections4\MockTestCase.java,easymock,org.easymock.IExpectationSetters
commons-collections,commons-collections\src\test\java\org\apache\commons\collections4\functors\AbstractMockPredicateTest.java,easymock,static org.easymock.EasyMock.verify
commons-collections,commons-collections\src\test\java\org\apache\commons\collections4\functors\AbstractMockPredicateTest.java,easymock,static org.easymock.EasyMock.replay
commons-collections,commons-collections\src\test\java\org\apache\commons\collections4\functors\AbstractMockPredicateTest.java,easymock,org.easymock.EasyMock
commons-collections,commons-collections\src\test\java\org\apache\commons\collections4\iterators\NodeListIteratorTest.java,easymock,static org.easymock.EasyMock.*
commons-compress,commons-compress\src\test\java\org\apache\commons\compress\compressors\deflate64\Deflate64CompressorInputStreamTest.java,mockito,static org.mockito.Mockito.times
commons-compress,commons-compress\src\test\java\org\apache\commons\compress\compressors\deflate64\Deflate64CompressorInputStreamTest.java,mockito,org.mockito.Mock
commons-compress,commons-compress\src\test\java\org\apache\commons\compress\compressors\deflate64\Deflate64CompressorInputStreamTest.java,mockito,org.mockito.Mockito
