method, origin, count
mock,org.mockito.Mockito,10
verify,org.mockito.Mockito,1200
times,org.mockito.Mockito,1200

MockedObjects: ,10

# of Mocked objects each file:,1|1|1|1|1|1|1|1|1|1|
