Project Name,File Path,Mocking Framework,Imported Mock Line
commons-vfs,commons-vfs\commons-vfs2\src\test\java\org\apache\commons\vfs2\impl\DefaultFileSystemManagerTest.java,mockito,org.mockito.Mockito
continuum,continuum\continuum-base\continuum-scm\src\test\java\org\apache\continuum\scm\DefaultContinuumScmTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-buildagent\continuum-buildagent-core\src\test\java\org\apache\continuum\buildagent\build\execution\maven\m2\DefaultBuildAgentMavenBuilderHelperTest.java,mockito,static org.mockito.Mockito.mock
continuum,continuum\continuum-buildagent\continuum-buildagent-core\src\test\java\org\apache\continuum\buildagent\build\execution\maven\m2\DefaultBuildAgentMavenBuilderHelperTest.java,mockito,static org.mockito.Mockito.when
continuum,continuum\continuum-buildagent\continuum-buildagent-core\src\test\java\org\apache\continuum\buildagent\manager\BuildAgentPurgeManagerTest.java,mockito,static org.mockito.Mockito.mock
continuum,continuum\continuum-buildagent\continuum-buildagent-core\src\test\java\org\apache\continuum\buildagent\manager\BuildAgentPurgeManagerTest.java,mockito,static org.mockito.Mockito.when
continuum,continuum\continuum-buildagent\continuum-buildagent-core\src\test\java\org\apache\continuum\buildagent\manager\BuildAgentReleaseManagerTest.java,mockito,static org.mockito.Mockito.mock
continuum,continuum\continuum-buildagent\continuum-buildagent-core\src\test\java\org\apache\continuum\buildagent\manager\BuildAgentReleaseManagerTest.java,mockito,static org.mockito.Mockito.when
continuum,continuum\continuum-buildagent\continuum-buildagent-core\src\test\java\org\apache\continuum\buildagent\taskqueue\execution\BuildProjectTaskExecutorTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-buildagent\continuum-buildagent-webdav\src\test\java\org\apache\continuum\webdav\ContinuumBuildAgentDavResourceFactoryTest.java,mockito,static org.mockito.Mockito.mock
continuum,continuum\continuum-buildagent\continuum-buildagent-webdav\src\test\java\org\apache\continuum\webdav\ContinuumBuildAgentDavResourceFactoryTest.java,mockito,static org.mockito.Mockito.when
continuum,continuum\continuum-buildagent\continuum-buildagent-webdav\src\test\java\org\apache\continuum\webdav\ContinuumBuildAgentDavSessionProviderTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-commons\src\test\java\org\apache\maven\continuum\utils\DefaultWorkingDirectoryServiceTest.java,mockito,static org.mockito.Mockito.mock
continuum,continuum\continuum-commons\src\test\java\org\apache\maven\continuum\utils\DefaultWorkingDirectoryServiceTest.java,mockito,static org.mockito.Mockito.when
continuum,continuum\continuum-core\src\test\java\org\apache\continuum\builder\distributed\manager\DefaultDistributedBuildManagerTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-core\src\test\java\org\apache\continuum\builder\distributed\work\DistributedBuildStatusUpdaterTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-core\src\test\java\org\apache\continuum\buildmanager\ParallelBuildsManagerTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-core\src\test\java\org\apache\continuum\release\distributed\manager\DefaultDistributedReleaseManagerTest.java,mockito,static org.mockito.Mockito.mock
continuum,continuum\continuum-core\src\test\java\org\apache\continuum\release\distributed\manager\DefaultDistributedReleaseManagerTest.java,mockito,static org.mockito.Mockito.when
continuum,continuum\continuum-core\src\test\java\org\apache\continuum\taskqueue\DefaultOverallBuildQueueTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-core\src\test\java\org\apache\maven\continuum\DefaultContinuumTest.java,mockito,static org.mockito.Matchers.anyInt
continuum,continuum\continuum-core\src\test\java\org\apache\maven\continuum\DefaultContinuumTest.java,mockito,static org.mockito.Mockito.mock
continuum,continuum\continuum-core\src\test\java\org\apache\maven\continuum\DefaultContinuumTest.java,mockito,static org.mockito.Mockito.when
continuum,continuum\continuum-core\src\test\java\org\apache\maven\continuum\core\action\CleanWorkingDirectoryActionTest.java,mockito,static org.mockito.Mockito.mock
continuum,continuum\continuum-core\src\test\java\org\apache\maven\continuum\core\action\CleanWorkingDirectoryActionTest.java,mockito,static org.mockito.Mockito.when
continuum,continuum\continuum-core\src\test\java\org\apache\maven\continuum\core\action\CreateProjectsFromMetadataTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-core\src\test\java\org\apache\maven\continuum\execution\ContinuumBuildExecutorTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-webapp\src\test\java\org\apache\continuum\web\action\AbstractReleaseActionTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-webapp\src\test\java\org\apache\continuum\web\action\ViewBuildsReportActionTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-webapp\src\test\java\org\apache\maven\continuum\web\action\AddMavenProjectActionTest.java,mockito,static org.mockito.Mockito.mock
continuum,continuum\continuum-webapp\src\test\java\org\apache\maven\continuum\web\action\AddMavenProjectActionTest.java,mockito,static org.mockito.Mockito.when
continuum,continuum\continuum-webapp\src\test\java\org\apache\maven\continuum\web\action\AddProjectActionTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-webapp\src\test\java\org\apache\maven\continuum\web\action\BuildAgentActionTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-webapp\src\test\java\org\apache\maven\continuum\web\action\BuildResultActionTest.java,mockito,static org.mockito.Mockito.*
continuum,continuum\continuum-webapp\src\test\java\org\apache\maven\continuum\web\action\ProjectGroupActionTest.java,mockito,static org.mockito.Mockito.*
