method, origin, count
mock,org.mockito.Mockito,34
thenReturn,org.mockito.stubbing.OngoingStubbing<java.lang.String>,4
when,org.mockito.Mockito,16
verify,org.mockito.Mockito,1

MockedObjects: ,34

# of Mocked objects each file:,1|2|3|6|2|5|10|3|2|
