Project Name,File Path,Mocking Framework,Imported Mock Line
empire-db,empire-db\empire-db-codegen\src\test\java\org\apache\empire\db\codegen\WriterServiceTest.java,mockito,org.mockito.Mockito
empire-db,empire-db\empire-db-codegen\src\test\java\org\apache\empire\db\codegen\util\DBUtilTest.java,mockito,org.mockito.Mockito
falcon,falcon\common\src\test\java\org\apache\falcon\entity\parser\ClusterEntityParserTest.java,mockito,org.mockito.Mockito
falcon,falcon\common\src\test\java\org\apache\falcon\entity\parser\FeedEntityParserTest.java,mockito,org.mockito.Mockito
falcon,falcon\common\src\test\java\org\apache\falcon\entity\parser\ProcessEntityParserTest.java,mockito,org.mockito.Mockito
falcon,falcon\common\src\test\java\org\apache\falcon\security\AuthenticationInitializationServiceTest.java,mockito,org.mockito.Mock
falcon,falcon\common\src\test\java\org\apache\falcon\security\AuthenticationInitializationServiceTest.java,mockito,org.mockito.Mockito
falcon,falcon\common\src\test\java\org\apache\falcon\security\AuthenticationInitializationServiceTest.java,mockito,org.mockito.MockitoAnnotations
falcon,falcon\common\src\test\java\org\apache\falcon\security\SecurityUtilTest.java,mockito,org.mockito.Mockito
falcon,falcon\messaging\src\test\java\org\apache\falcon\messaging\JMSMessageConsumerTest.java,mockito,org.mockito.Mockito
falcon,falcon\oozie-el-extensions\src\test\java\org\apache\oozie\extensions\TestOozieELExtensions.java,mockito,org.mockito.ArgumentMatcher
falcon,falcon\oozie-el-extensions\src\test\java\org\apache\oozie\extensions\TestOozieELExtensions.java,mockito,org.mockito.Mockito
falcon,falcon\oozie\src\test\java\org\apache\falcon\oozie\logging\TaskLogRetrieverYarnTest.java,mockito,static org.mockito.Mockito.mock
falcon,falcon\oozie\src\test\java\org\apache\falcon\oozie\logging\TaskLogRetrieverYarnTest.java,mockito,static org.mockito.Mockito.when
falcon,falcon\prism\src\test\java\org\apache\falcon\resource\EntityManagerTest.java,mockito,org.mockito.Mock
falcon,falcon\prism\src\test\java\org\apache\falcon\resource\EntityManagerTest.java,mockito,org.mockito.MockitoAnnotations
falcon,falcon\prism\src\test\java\org\apache\falcon\resource\EntityManagerTest.java,mockito,static org.mockito.Mockito.when
falcon,falcon\prism\src\test\java\org\apache\falcon\security\ClientCertificateFilterTest.java,mockito,org.mockito.Mock
falcon,falcon\prism\src\test\java\org\apache\falcon\security\ClientCertificateFilterTest.java,mockito,org.mockito.MockitoAnnotations
falcon,falcon\prism\src\test\java\org\apache\falcon\security\ClientCertificateFilterTest.java,mockito,static org.mockito.Mockito.doThrow
falcon,falcon\prism\src\test\java\org\apache\falcon\security\ClientCertificateFilterTest.java,mockito,static org.mockito.Mockito.verify
falcon,falcon\prism\src\test\java\org\apache\falcon\security\ClientCertificateFilterTest.java,mockito,static org.mockito.Mockito.when
falcon,falcon\prism\src\test\java\org\apache\falcon\security\FalconAuditFilterTest.java,mockito,org.mockito.Mock
falcon,falcon\prism\src\test\java\org\apache\falcon\security\FalconAuditFilterTest.java,mockito,org.mockito.Mockito
falcon,falcon\prism\src\test\java\org\apache\falcon\security\FalconAuditFilterTest.java,mockito,org.mockito.MockitoAnnotations
falcon,falcon\prism\src\test\java\org\apache\falcon\security\FalconAuthenticationFilterTest.java,mockito,org.mockito.Mock
