Project Name,File Path,Mocking Framework,Imported Mock Line
orc,orc\java\\core\src\test\org\apache\orc\TestVectorOrcFile.java,mockito,org.mockito.Mockito
orc,orc\java\\core\src\test\org\apache\orc\impl\TestDataReaderProperties.java,mockito,static org.mockito.Mockito.mock
orc,orc\java\\core\src\test\org\apache\orc\impl\TestMemoryManager.java,mockito,org.mockito.Mockito
orc,orc\java\\core\src\test\org\apache\orc\impl\TestMemoryManager.java,mockito,static org.mockito.ArgumentMatchers.eq
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,org.mockito.Mock
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,org.mockito.junit.jupiter.MockitoExtension
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,static org.mockito.ArgumentMatchers.any
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,static org.mockito.ArgumentMatchers.anyLong
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,static org.mockito.ArgumentMatchers.eq
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,static org.mockito.Mockito.anyBoolean
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,static org.mockito.Mockito.anyInt
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,static org.mockito.Mockito.mock
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,static org.mockito.Mockito.never
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,static org.mockito.Mockito.verify
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOrcLargeStripe.java,mockito,static org.mockito.Mockito.when
orc,orc\java\\core\src\test\org\apache\orc\impl\TestOutStream.java,mockito,org.mockito.Mockito
orc,orc\java\\core\src\test\org\apache\orc\impl\TestRecordReaderImpl.java,mockito,static org.mockito.ArgumentMatchers.any
orc,orc\java\\core\src\test\org\apache\orc\impl\TestRecordReaderImpl.java,mockito,static org.mockito.ArgumentMatchers.eq
orc,orc\java\\core\src\test\org\apache\orc\impl\TestRecordReaderImpl.java,mockito,static org.mockito.Mockito.atLeastOnce
orc,orc\java\\core\src\test\org\apache\orc\impl\TestRecordReaderImpl.java,mockito,static org.mockito.Mockito.doNothing
orc,orc\java\\core\src\test\org\apache\orc\impl\TestRecordReaderImpl.java,mockito,static org.mockito.Mockito.doThrow
orc,orc\java\\core\src\test\org\apache\orc\impl\TestRecordReaderImpl.java,mockito,static org.mockito.Mockito.mock
orc,orc\java\\core\src\test\org\apache\orc\impl\TestRecordReaderImpl.java,mockito,static org.mockito.Mockito.times
orc,orc\java\\core\src\test\org\apache\orc\impl\TestRecordReaderImpl.java,mockito,static org.mockito.Mockito.verify
orc,orc\java\\core\src\test\org\apache\orc\impl\TestRecordReaderImpl.java,mockito,static org.mockito.Mockito.when
orc,orc\java\\mapreduce\src\test\org\apache\orc\mapred\TestOrcFileEvolution.java,mockito,static org.mockito.Mockito.mock
pdfbox,pdfbox\pdfbox\src\test\java\org\apache\pdfbox\pdmodel\font\TestFontEmbedding.java,mockito,org.mockito.Mockito
pdfbox,pdfbox\pdfbox\src\test\java\org\apache\pdfbox\pdmodel\font\TestFontEmbedding.java,mockito,static org.mockito.BDDMockito.given
phoenix,phoenix\phoenix-core\src\it\java\org\apache\phoenix\rpc\TestPhoenixIndexRpcSchedulerFactory.java,mockito,org.mockito.Mockito
phoenix,phoenix\phoenix-core\src\test\java\org\apache\hadoop\hbase\ipc\PhoenixIndexRpcSchedulerTest.java,mockito,static org.mockito.Mockito.when
phoenix,phoenix\phoenix-core\src\test\java\org\apache\hadoop\hbase\ipc\PhoenixIndexRpcSchedulerTest.java,mockito,org.mockito.Mockito
phoenix,phoenix\phoenix-core\src\test\java\org\apache\phoenix\cache\ServerCacheClientTest.java,mockito,org.mockito.Mockito
phoenix,phoenix\phoenix-core\src\test\java\org\apache\phoenix\compile\RVCOffsetCompilerTest.java,mockito,static org.mockito.Mockito.mock
phoenix,phoenix\phoenix-core\src\test\java\org\apache\phoenix\compile\RVCOffsetCompilerTest.java,mockito,org.mockito.Mockito
