method, origin, count
mock,org.jmock.Mockery,23
checking,org.jmock.Mockery,6
allowing,org.jmock.AbstractExpectations,12
will,org.jmock.AbstractExpectations,6
returnValue,org.jmock.AbstractExpectations,6
getClient,io.fabric8.kubernetes.client.server.mock.KubernetesServer,2

MockedObjects: ,23

# of Mocked objects each file:,2|6|6|5|4|
