method, origin, count
mock,org.mockito.Mockito,118
thenReturn,org.mockito.stubbing.OngoingStubbing<java.lang.String>,47
when,org.mockito.Mockito,90
spy,org.mockito.Mockito,6
doReturn,org.mockito.Mockito,1
eq,org.mockito.ArgumentMatchers,2
doAnswer,org.mockito.Mockito,8
getArguments,org.mockito.invocation.InvocationOnMock,6
any,org.mockito.ArgumentMatchers,11
anyString,org.mockito.ArgumentMatchers,6
proceed,mockit.Invocation,2
verify,org.mockito.Mockito,4
never,org.mockito.Mockito,2

MockedObjects: ,118

# of Mocked objects each file:,1|2|2|2|2|6|1|3|4|1|11|2|2|1|8|6|1|2|10|2|1|2|7|4|1|4|5|6|5|4|3|2|5|
